ubicacion,owners,owner_count,articles,article_count,tipologia,width_mode,stock_pal_total,pasillo,columna,altura,denominacion_propietario,assigned_owner,owner_bucket,unit_resultante,eu_equivalente_factor
014-024-07,[89],1,['61010'],1,balda_9h,BD,24.0,14.0,24.0,7.0,BRAND MANAGEMENT MERCADO,89,89,subhueco_balda,0.1111111111111111
014-024-08,[80],1,['65036'],1,balda_9h,BD,54.0,14.0,24.0,8.0,ABI HORECA,80,80,subhueco_balda,0.1111111111111111
014-024-09,[29],1,['61012'],1,balda_9h,BD,60.0,14.0,24.0,9.0,MAHOU FUTBOL,29,29,subhueco_balda,0.1111111111111111
014-024-20,[96],1,['61055'],1,EU,EU,369.0,14.0,24.0,20.0,VENUES,96,96,posicion_rack,1.0
014-024-30,[5],1,['62016'],1,EU,EU,1.0,14.0,24.0,30.0,SAN MIGUEL,5,5,posicion_rack,1.0
014-024-40,[95],1,['71169'],1,EU,EU,768.0,14.0,24.0,40.0,INNOVACION,95,95,posicion_rack,1.0
014-025-09,[61],1,['64005'],1,balda_9h,BD,12.0,14.0,25.0,9.0,MAHOU CORPORATIVO,61,61,subhueco_balda,0.1111111111111111
014-025-10,[23],1,['74031'],1,EU,EU,512.0,14.0,25.0,10.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
014-025-20,[95],1,['72125'],1,EU,EU,2.0,14.0,25.0,20.0,INNOVACION,95,95,posicion_rack,1.0
014-025-30,[30],1,['61016'],1,EU,EU,598.0,14.0,25.0,30.0,EVENTOS COMERCIALES,30,30,posicion_rack,1.0
014-025-40,[96],1,['61016'],1,EU,EU,1.0,14.0,25.0,40.0,VENUES,96,96,posicion_rack,1.0
014-026-00,[5],1,['92144'],1,suelo_126,S,1.0,14.0,26.0,0.0,SAN MIGUEL,5,5,posicion_suelo,1.0
014-026-07,[77],1,['75016'],1,balda_9h,BD,90.0,14.0,26.0,7.0,ASUNTOS CORPORATIVOS Y SOSTENIBILIDAD,77,77,subhueco_balda,0.1111111111111111
014-026-08,[23],1,['71008'],1,balda_9h,BD,12.0,14.0,26.0,8.0,MAHOU-MARKETING OCIO,23,23,subhueco_balda,0.1111111111111111
014-026-09,[71],1,['62001'],1,balda_9h,BD,24.0,14.0,26.0,9.0,BUDWEISER,71,71,subhueco_balda,0.1111111111111111
014-026-10,[95],1,['71171'],1,EU,EU,768.0,14.0,26.0,10.0,INNOVACION,95,95,posicion_rack,1.0
014-026-20,[4],1,['71120'],1,EU,EU,314.0,14.0,26.0,20.0,SOLAN,4,4,posicion_rack,1.0
014-026-30,[6],1,['71064'],1,EU,EU,18.0,14.0,26.0,30.0,CRAFT,6,6,posicion_rack,1.0
014-026-40,[5],1,['62016'],1,EU,EU,1.0,14.0,26.0,40.0,SAN MIGUEL,5,5,posicion_rack,1.0
014-027-09,[64],1,['124239'],1,balda_9h,BD,13.0,14.0,27.0,9.0,CORONA,64,64,subhueco_balda,0.1111111111111111
014-027-10,[12],1,['71172'],1,EU,EU,1.0,14.0,27.0,10.0,ESPACIOS CERVECERAS,12,12,posicion_rack,1.0
014-027-20,[3],1,['63009'],1,EU,EU,519.0,14.0,27.0,20.0,ALHAMBRA,3,3,posicion_rack,1.0
014-027-30,[24],1,['72127'],1,EU,EU,5.0,14.0,27.0,30.0,MCC MADRID,24,24,posicion_rack,1.0
014-027-40,[96],1,['62016'],1,EU,EU,1.0,14.0,27.0,40.0,VENUES,96,96,posicion_rack,1.0
014-028-00,[4],1,['92022'],1,suelo_126,S,1.0,14.0,28.0,0.0,SOLAN,4,4,posicion_suelo,1.0
014-028-08,[77],1,['62004'],1,balda_9h,BD,33.0,14.0,28.0,8.0,ASUNTOS CORPORATIVOS Y SOSTENIBILIDAD,77,77,subhueco_balda,0.1111111111111111
014-028-09,[95],1,['72121'],1,balda_9h,BD,3.0,14.0,28.0,9.0,INNOVACION,95,95,subhueco_balda,0.1111111111111111
014-028-20,[30],1,['71115'],1,EU,EU,15.0,14.0,28.0,20.0,EVENTOS COMERCIALES,30,30,posicion_rack,1.0
014-028-30,[95],1,['72125'],1,EU,EU,2.0,14.0,28.0,30.0,INNOVACION,95,95,posicion_rack,1.0
014-028-40,[24],1,['72127'],1,EU,EU,5.0,14.0,28.0,40.0,MCC MADRID,24,24,posicion_rack,1.0
014-029-09,[14],1,['71153'],1,balda_9h,BD,24.0,14.0,29.0,9.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
014-029-10,[80],1,['71053'],1,EU,EU,107.0,14.0,29.0,10.0,ABI HORECA,80,80,posicion_rack,1.0
014-029-20,[30],1,['61016'],1,EU,EU,544.0,14.0,29.0,20.0,EVENTOS COMERCIALES,30,30,posicion_rack,1.0
014-029-30,[96],1,['63014'],1,EU,EU,903.0,14.0,29.0,30.0,VENUES,96,96,posicion_rack,1.0
014-029-40,[96],1,['61016'],1,EU,EU,1.0,14.0,29.0,40.0,VENUES,96,96,posicion_rack,1.0
014-030-07,[23],1,['61037'],1,balda_9h,BD,12.0,14.0,30.0,7.0,MAHOU-MARKETING OCIO,23,23,subhueco_balda,0.1111111111111111
014-030-08,[61],1,['61055'],1,balda_9h,BD,32.0,14.0,30.0,8.0,MAHOU CORPORATIVO,61,61,subhueco_balda,0.1111111111111111
014-030-09,[80],1,['65034'],1,balda_9h,BD,18.0,14.0,30.0,9.0,ABI HORECA,80,80,subhueco_balda,0.1111111111111111
014-030-10,[80],1,['71136'],1,EU,EU,210.0,14.0,30.0,10.0,ABI HORECA,80,80,posicion_rack,1.0
014-030-20,[96],1,['62016'],1,EU,EU,932.0,14.0,30.0,20.0,VENUES,96,96,posicion_rack,1.0
014-030-30,[5],1,['62016'],1,EU,EU,1.0,14.0,30.0,30.0,SAN MIGUEL,5,5,posicion_rack,1.0
014-030-40,[24],1,['72127'],1,EU,EU,5.0,14.0,30.0,40.0,MCC MADRID,24,24,posicion_rack,1.0
014-031-10,[82],1,['71173'],1,EU,EU,714.0,14.0,31.0,10.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-031-20,[62],1,['72113'],1,EU,EU,2.0,14.0,31.0,20.0,MAHOU JOVEN,62,62,posicion_rack,1.0
014-031-30,[96],1,['61055'],1,EU,EU,672.0,14.0,31.0,30.0,VENUES,96,96,posicion_rack,1.0
014-031-40,[82],1,['65089'],1,EU,EU,1.0,14.0,31.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-032-08,[77],1,['61011'],1,balda_9h,BD,48.0,14.0,32.0,8.0,ASUNTOS CORPORATIVOS Y SOSTENIBILIDAD,77,77,subhueco_balda,0.1111111111111111
014-032-10,[80],1,['71118'],1,EU,EU,192.0,14.0,32.0,10.0,ABI HORECA,80,80,posicion_rack,1.0
014-032-20,[96],1,['61016'],1,EU,EU,1.0,14.0,32.0,20.0,VENUES,96,96,posicion_rack,1.0
014-032-30,[5],1,['62016'],1,EU,EU,1.0,14.0,32.0,30.0,SAN MIGUEL,5,5,posicion_rack,1.0
014-032-40,[24],1,['72127'],1,EU,EU,5.0,14.0,32.0,40.0,MCC MADRID,24,24,posicion_rack,1.0
014-033-10,[80],1,['65074'],1,EU,EU,216.0,14.0,33.0,10.0,ABI HORECA,80,80,posicion_rack,1.0
014-033-20,[61],1,['61056'],1,EU,EU,936.0,14.0,33.0,20.0,MAHOU CORPORATIVO,61,61,posicion_rack,1.0
014-033-30,[24],1,['72127'],1,EU,EU,4.0,14.0,33.0,30.0,MCC MADRID,24,24,posicion_rack,1.0
014-033-40,[82],1,['65089'],1,EU,EU,1.0,14.0,33.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-034-07,[61],1,['61027'],1,balda_9h,BD,24.0,14.0,34.0,7.0,MAHOU CORPORATIVO,61,61,subhueco_balda,0.1111111111111111
014-034-09,[89],1,['61012'],1,balda_9h,BD,36.0,14.0,34.0,9.0,BRAND MANAGEMENT MERCADO,89,89,subhueco_balda,0.1111111111111111
014-034-20,[72],1,['65088'],1,EU,EU,672.0,14.0,34.0,20.0,LA SALVE,72,72,posicion_rack,1.0
014-034-30,[82],1,['65089'],1,EU,EU,1.0,14.0,34.0,30.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-034-40,[24],1,['72127'],1,EU,EU,5.0,14.0,34.0,40.0,MCC MADRID,24,24,posicion_rack,1.0
014-035-10,[5],1,['62004'],1,EU,EU,396.0,14.0,35.0,10.0,SAN MIGUEL,5,5,posicion_rack,1.0
014-035-20,[23],1,['61013'],1,EU,EU,241.0,14.0,35.0,20.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
014-035-30,[5],1,['62016'],1,EU,EU,773.0,14.0,35.0,30.0,SAN MIGUEL,5,5,posicion_rack,1.0
014-035-40,[95],1,['71169'],1,EU,EU,960.0,14.0,35.0,40.0,INNOVACION,95,95,posicion_rack,1.0
014-036-07,[34],1,['124073'],1,balda_9h,BD,61.0,14.0,36.0,7.0,CUENTAS NACIONALES,34,34,subhueco_balda,0.1111111111111111
014-036-09,[29],1,['71090'],1,balda_9h,BD,12.0,14.0,36.0,9.0,MAHOU FUTBOL,29,29,subhueco_balda,0.1111111111111111
014-036-10,[23],1,['61009'],1,EU,EU,533.0,14.0,36.0,10.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
014-036-30,[82],1,['65089'],1,EU,EU,1.0,14.0,36.0,30.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-036-40,[24],1,['72127'],1,EU,EU,5.0,14.0,36.0,40.0,MCC MADRID,24,24,posicion_rack,1.0
014-037-09,[77],1,['75014'],1,balda_9h,BD,300.0,14.0,37.0,9.0,ASUNTOS CORPORATIVOS Y SOSTENIBILIDAD,77,77,subhueco_balda,0.1111111111111111
014-037-10,[23],1,['61016'],1,EU,EU,252.0,14.0,37.0,10.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
014-037-40,[82],1,['65089'],1,EU,EU,1.0,14.0,37.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-038-07,[96],1,['61052'],1,balda_9h,BD,24.0,14.0,38.0,7.0,VENUES,96,96,subhueco_balda,0.1111111111111111
014-038-10,[90],1,['61057'],1,EU,EU,24.0,14.0,38.0,10.0,HUB CONTENIDO & ACTIVACION,90,90,posicion_rack,1.0
014-038-20,[61],1,['61057'],1,EU,EU,648.0,14.0,38.0,20.0,MAHOU CORPORATIVO,61,61,posicion_rack,1.0
014-038-30,[95],1,['75035'],1,EU,EU,10.0,14.0,38.0,30.0,INNOVACION,95,95,posicion_rack,1.0
014-038-40,[24],1,['72127'],1,EU,EU,5.0,14.0,38.0,40.0,MCC MADRID,24,24,posicion_rack,1.0
014-039-00,[5],1,['92046'],1,suelo_126,EU,1.0,14.0,39.0,0.0,SAN MIGUEL,5,5,posicion_suelo,1.0
014-039-09,[30],1,['51317'],1,balda_9h,BD,1.0,14.0,39.0,9.0,EVENTOS COMERCIALES,30,30,subhueco_balda,0.1111111111111111
014-039-10,[90],1,['61054'],1,EU,EU,84.0,14.0,39.0,10.0,HUB CONTENIDO & ACTIVACION,90,90,posicion_rack,1.0
014-039-30,[95],1,['71169'],1,EU,EU,768.0,14.0,39.0,30.0,INNOVACION,95,95,posicion_rack,1.0
014-039-40,[82],1,['65089'],1,EU,EU,1.0,14.0,39.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-040-07,[5],1,['71057'],1,balda_9h,BD,108.0,14.0,40.0,7.0,SAN MIGUEL,5,5,subhueco_balda,0.1111111111111111
014-040-09,[5],1,['62011'],1,balda_9h,BD,18.0,14.0,40.0,9.0,SAN MIGUEL,5,5,subhueco_balda,0.1111111111111111
014-040-10,[90],1,['61056'],1,EU,EU,36.0,14.0,40.0,10.0,HUB CONTENIDO & ACTIVACION,90,90,posicion_rack,1.0
014-040-30,[3],1,['63007'],1,EU,EU,810.0,14.0,40.0,30.0,ALHAMBRA,3,3,posicion_rack,1.0
014-040-40,[24],1,['72127'],1,EU,EU,5.0,14.0,40.0,40.0,MCC MADRID,24,24,posicion_rack,1.0
014-041-09,[14],1,['75010'],1,balda_9h,BD,760.0,14.0,41.0,9.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
014-041-10,[23],1,['71114'],1,EU,EU,187.0,14.0,41.0,10.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
014-041-20,[29],1,['61057'],1,EU,EU,12.0,14.0,41.0,20.0,MAHOU FUTBOL,29,29,posicion_rack,1.0
014-041-30,[5],1,['62017'],1,EU,EU,864.0,14.0,41.0,30.0,SAN MIGUEL,5,5,posicion_rack,1.0
014-041-40,[82],1,['65089'],1,EU,EU,1.0,14.0,41.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-042-10,[96],1,['75040'],1,EU,EU,10.0,14.0,42.0,10.0,VENUES,96,96,posicion_rack,1.0
014-042-20,[98],1,['61049'],1,EU,EU,588.0,14.0,42.0,20.0,MAHOU CANAL,98,98,posicion_rack,1.0
014-042-30,[82],1,['72090'],1,EU,EU,8.0,14.0,42.0,30.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-042-40,[24],1,['72127'],1,EU,EU,5.0,14.0,42.0,40.0,MCC MADRID,24,24,posicion_rack,1.0
014-043-09,[14],1,['61014'],1,balda_9h,BD,84.0,14.0,43.0,9.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
014-043-20,[61],1,['61054'],1,EU,EU,408.0,14.0,43.0,20.0,MAHOU CORPORATIVO,61,61,posicion_rack,1.0
014-043-30,[3],1,['63004'],1,EU,EU,528.0,14.0,43.0,30.0,ALHAMBRA,3,3,posicion_rack,1.0
014-043-40,[95],1,['71169'],1,EU,EU,48.0,14.0,43.0,40.0,INNOVACION,95,95,posicion_rack,1.0
014-044-10,[96],1,['75039'],1,EU,EU,2.0,14.0,44.0,10.0,VENUES,96,96,posicion_rack,1.0
014-044-30,[23],1,['61031'],1,EU,EU,924.0,14.0,44.0,30.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
014-044-40,[95],1,['71169'],1,EU,EU,768.0,14.0,44.0,40.0,INNOVACION,95,95,posicion_rack,1.0
014-045-20,[34],1,['62004'],1,EU,EU,288.0,14.0,45.0,20.0,CUENTAS NACIONALES,34,34,posicion_rack,1.0
014-045-30,[95],1,['71169'],1,EU,EU,768.0,14.0,45.0,30.0,INNOVACION,95,95,posicion_rack,1.0
014-045-40,[82],1,['65089'],1,EU,EU,1.0,14.0,45.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-046-07,[14],1,['61009'],1,balda_9h,BD,14.0,14.0,46.0,7.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
014-046-30,[95],1,['71169'],1,EU,EU,768.0,14.0,46.0,30.0,INNOVACION,95,95,posicion_rack,1.0
014-046-40,[95],1,['71169'],1,EU,EU,768.0,14.0,46.0,40.0,INNOVACION,95,95,posicion_rack,1.0
014-047-40,[82],1,['65089'],1,EU,EU,1.0,14.0,47.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-048-00,[82],1,['43073'],1,suelo_126,EU,1.0,14.0,48.0,0.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_suelo,1.0
014-048-09,[3],1,['63018'],1,balda_9h,BD,37.0,14.0,48.0,9.0,ALHAMBRA,3,3,subhueco_balda,0.1111111111111111
014-048-20,[6],1,['71168'],1,EU,EU,552.0,14.0,48.0,20.0,CRAFT,6,6,posicion_rack,1.0
014-048-40,[95],1,['71169'],1,EU,EU,768.0,14.0,48.0,40.0,INNOVACION,95,95,posicion_rack,1.0
014-049-10,[5],1,['62017'],1,EU,EU,1.0,14.0,49.0,10.0,SAN MIGUEL,5,5,posicion_rack,1.0
014-049-20,[14],1,['61010'],1,EU,EU,469.0,14.0,49.0,20.0,FUNDACION MAHOU SAN MIGUEL,14,14,posicion_rack,1.0
014-049-30,[3],1,['63004'],1,EU,EU,672.0,14.0,49.0,30.0,ALHAMBRA,3,3,posicion_rack,1.0
014-049-40,[82],1,['65089'],1,EU,EU,1.0,14.0,49.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-050-20,[34],1,['74030'],1,EU,EU,270.0,14.0,50.0,20.0,CUENTAS NACIONALES,34,34,posicion_rack,1.0
014-050-30,[82],1,['65089'],1,EU,EU,1.0,14.0,50.0,30.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-050-40,[95],1,['71169'],1,EU,EU,768.0,14.0,50.0,40.0,INNOVACION,95,95,posicion_rack,1.0
014-051-30,[82],1,['72090'],1,EU,EU,8.0,14.0,51.0,30.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-051-40,[95],1,['71169'],1,EU,EU,960.0,14.0,51.0,40.0,INNOVACION,95,95,posicion_rack,1.0
014-052-30,[6],1,['71168'],1,EU,EU,576.0,14.0,52.0,30.0,CRAFT,6,6,posicion_rack,1.0
014-052-40,[95],1,['71169'],1,EU,EU,768.0,14.0,52.0,40.0,INNOVACION,95,95,posicion_rack,1.0
014-053-20,[23],1,['72130'],1,EU,EU,9.0,14.0,53.0,20.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
014-053-30,[95],1,['71170'],1,EU,EU,548.0,14.0,53.0,30.0,INNOVACION,95,95,posicion_rack,1.0
014-053-40,[95],1,['75035'],1,EU,EU,10.0,14.0,53.0,40.0,INNOVACION,95,95,posicion_rack,1.0
014-054-30,[6],1,['71168'],1,EU,EU,576.0,14.0,54.0,30.0,CRAFT,6,6,posicion_rack,1.0
014-054-40,[95],1,['71169'],1,EU,EU,768.0,14.0,54.0,40.0,INNOVACION,95,95,posicion_rack,1.0
014-055-30,[3],1,['63014'],1,EU,EU,606.0,14.0,55.0,30.0,ALHAMBRA,3,3,posicion_rack,1.0
014-055-40,[12],1,['71172'],1,EU,EU,936.0,14.0,55.0,40.0,ESPACIOS CERVECERAS,12,12,posicion_rack,1.0
014-056-10,[6],1,['71168'],1,EU,EU,324.0,14.0,56.0,10.0,CRAFT,6,6,posicion_rack,1.0
014-056-20,[6],1,['71167'],1,EU,EU,480.0,14.0,56.0,20.0,CRAFT,6,6,posicion_rack,1.0
014-056-30,[6],1,['71167'],1,EU,EU,722.0,14.0,56.0,30.0,CRAFT,6,6,posicion_rack,1.0
014-056-40,[6],1,['71168'],1,EU,EU,296.0,14.0,56.0,40.0,CRAFT,6,6,posicion_rack,1.0
014-057-20,[96],1,['75040'],1,EU,EU,6.0,14.0,57.0,20.0,VENUES,96,96,posicion_rack,1.0
014-057-30,[24],1,['72127'],1,EU,EU,5.0,14.0,57.0,30.0,MCC MADRID,24,24,posicion_rack,1.0
014-057-40,[82],1,['65089'],1,EU,EU,1.0,14.0,57.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-058-20,[96],1,['61016'],1,EU,EU,883.0,14.0,58.0,20.0,VENUES,96,96,posicion_rack,1.0
014-058-30,[6],1,['71168'],1,EU,EU,576.0,14.0,58.0,30.0,CRAFT,6,6,posicion_rack,1.0
014-058-40,[3],1,['63007'],1,EU,EU,978.0,14.0,58.0,40.0,ALHAMBRA,3,3,posicion_rack,1.0
014-059-20,[34],1,['71115'],1,EU,EU,227.0,14.0,59.0,20.0,CUENTAS NACIONALES,34,34,posicion_rack,1.0
014-059-30,[29],1,['61016'],1,EU,EU,901.0,14.0,59.0,30.0,MAHOU FUTBOL,29,29,posicion_rack,1.0
014-059-40,[82],1,['65089'],1,EU,EU,1.0,14.0,59.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-060-10,[6],1,['71133'],1,EU,EU,271.0,14.0,60.0,10.0,CRAFT,6,6,posicion_rack,1.0
014-060-20,[3],1,['72028'],1,EU,EU,3.0,14.0,60.0,20.0,ALHAMBRA,3,3,posicion_rack,1.0
014-060-30,[12],1,['71172'],1,EU,EU,1.0,14.0,60.0,30.0,ESPACIOS CERVECERAS,12,12,posicion_rack,1.0
014-060-40,[3],1,['63007'],1,EU,EU,942.0,14.0,60.0,40.0,ALHAMBRA,3,3,posicion_rack,1.0
014-061-00,[4],1,['95014'],1,suelo_250,S,1.0,14.0,61.0,0.0,SOLAN,4,4,posicion_suelo,1.0
014-061-10,[6],1,['71167'],1,EU,EU,576.0,14.0,61.0,10.0,CRAFT,6,6,posicion_rack,1.0
014-061-20,[95],1,['72122'],1,EU,EU,2.0,14.0,61.0,20.0,INNOVACION,95,95,posicion_rack,1.0
014-061-30,[95],1,['71169'],1,EU,EU,768.0,14.0,61.0,30.0,INNOVACION,95,95,posicion_rack,1.0
014-061-40,[80],1,['72098'],1,EU,EU,912.0,14.0,61.0,40.0,ABI HORECA,80,80,posicion_rack,1.0
014-062-10,[14],1,['74013'],1,EU,EU,224.0,14.0,62.0,10.0,FUNDACION MAHOU SAN MIGUEL,14,14,posicion_rack,1.0
014-062-20,[95],1,['75034'],1,EU,EU,11.0,14.0,62.0,20.0,INNOVACION,95,95,posicion_rack,1.0
014-062-30,[95],1,['75034'],1,EU,EU,18.0,14.0,62.0,30.0,INNOVACION,95,95,posicion_rack,1.0
014-062-40,[82],1,['65089'],1,EU,EU,1.0,14.0,62.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-063-00,[24],1,['161138'],1,suelo_250,S,1.0,14.0,63.0,0.0,MCC MADRID,24,24,posicion_suelo,1.0
014-063-20,[96],1,['75040'],1,EU,EU,9.0,14.0,63.0,20.0,VENUES,96,96,posicion_rack,1.0
014-063-30,[95],1,['71169'],1,EU,EU,768.0,14.0,63.0,30.0,INNOVACION,95,95,posicion_rack,1.0
014-063-40,[62],1,['61054'],1,EU,EU,120.0,14.0,63.0,40.0,MAHOU JOVEN,62,62,posicion_rack,1.0
014-064-30,[3],1,['75028'],1,EU,EU,7.0,14.0,64.0,30.0,ALHAMBRA,3,3,posicion_rack,1.0
014-064-40,[82],1,['65089'],1,EU,EU,1.0,14.0,64.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-065-00,[76],1,['161685'],1,suelo_250,S,2.0,14.0,65.0,0.0,UNIDAD INTERNACIONAL MARKETING,76,76,posicion_suelo,1.0
014-065-10,[6],1,['71167'],1,EU,EU,576.0,14.0,65.0,10.0,CRAFT,6,6,posicion_rack,1.0
014-065-20,[96],1,['75040'],1,EU,EU,10.0,14.0,65.0,20.0,VENUES,96,96,posicion_rack,1.0
014-065-30,[95],1,['71169'],1,EU,EU,768.0,14.0,65.0,30.0,INNOVACION,95,95,posicion_rack,1.0
014-065-40,[62],1,['61056'],1,EU,EU,120.0,14.0,65.0,40.0,MAHOU JOVEN,62,62,posicion_rack,1.0
014-066-30,[95],1,['75034'],1,EU,EU,8.0,14.0,66.0,30.0,INNOVACION,95,95,posicion_rack,1.0
014-066-40,[82],1,['65089'],1,EU,EU,1.0,14.0,66.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-067-00,[64],1,['202056'],1,suelo_250,EU,8.0,14.0,67.0,0.0,CORONA,64,64,posicion_suelo,1.0
014-067-10,[6],1,['71167'],1,EU,EU,576.0,14.0,67.0,10.0,CRAFT,6,6,posicion_rack,1.0
014-067-20,[34],1,['75017'],1,EU,EU,6.0,14.0,67.0,20.0,CUENTAS NACIONALES,34,34,posicion_rack,1.0
014-067-30,[95],1,['71169'],1,EU,EU,768.0,14.0,67.0,30.0,INNOVACION,95,95,posicion_rack,1.0
014-067-40,[62],1,['61057'],1,EU,EU,120.0,14.0,67.0,40.0,MAHOU JOVEN,62,62,posicion_rack,1.0
014-068-20,[34],1,['74019'],1,EU,EU,270.0,14.0,68.0,20.0,CUENTAS NACIONALES,34,34,posicion_rack,1.0
014-068-30,[95],1,['75034'],1,EU,EU,18.0,14.0,68.0,30.0,INNOVACION,95,95,posicion_rack,1.0
014-068-40,[82],1,['65089'],1,EU,EU,1.0,14.0,68.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-069-00,[14],1,['161057'],1,suelo_250,S,2.0,14.0,69.0,0.0,FUNDACION MAHOU SAN MIGUEL,14,14,posicion_suelo,1.0
014-069-10,[6],1,['71167'],1,EU,EU,576.0,14.0,69.0,10.0,CRAFT,6,6,posicion_rack,1.0
014-069-20,[96],1,['75040'],1,EU,EU,10.0,14.0,69.0,20.0,VENUES,96,96,posicion_rack,1.0
014-069-30,[95],1,['71169'],1,EU,EU,768.0,14.0,69.0,30.0,INNOVACION,95,95,posicion_rack,1.0
014-069-40,[82],1,['65089'],1,EU,EU,720.0,14.0,69.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-070-20,[34],1,['72066'],1,EU,EU,12.0,14.0,70.0,20.0,CUENTAS NACIONALES,34,34,posicion_rack,1.0
014-070-30,[4],1,['71120'],1,EU,EU,1.0,14.0,70.0,30.0,SOLAN,4,4,posicion_rack,1.0
014-070-40,[82],1,['65089'],1,EU,EU,1.0,14.0,70.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-071-00,[34],1,['202059'],1,suelo_250,S,24.0,14.0,71.0,0.0,CUENTAS NACIONALES,34,34,posicion_suelo,1.0
014-071-20,[34],1,['74032'],1,EU,EU,289.0,14.0,71.0,20.0,CUENTAS NACIONALES,34,34,posicion_rack,1.0
014-071-30,[95],1,['71169'],1,EU,EU,768.0,14.0,71.0,30.0,INNOVACION,95,95,posicion_rack,1.0
014-071-40,[82],1,['72090'],1,EU,EU,3.0,14.0,71.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-072-00,[89],1,['41097'],1,suelo_250,S,2.0,14.0,72.0,0.0,BRAND MANAGEMENT MERCADO,89,89,posicion_suelo,1.0
014-072-20,[34],1,['74024'],1,EU,EU,21.0,14.0,72.0,20.0,CUENTAS NACIONALES,34,34,posicion_rack,1.0
014-072-30,[24],1,['72127'],1,EU,EU,5.0,14.0,72.0,30.0,MCC MADRID,24,24,posicion_rack,1.0
014-072-40,[82],1,['65089'],1,EU,EU,1.0,14.0,72.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-073-00,[6],1,['201116'],1,suelo_estandar,S,1.0,14.0,73.0,0.0,CRAFT,6,6,posicion_suelo,1.0
014-073-20,[64],1,['74037'],1,EU,EU,732.0,14.0,73.0,20.0,CORONA,64,64,posicion_rack,1.0
014-073-30,[95],1,['71169'],1,EU,EU,768.0,14.0,73.0,30.0,INNOVACION,95,95,posicion_rack,1.0
014-073-40,[82],1,['72090'],1,EU,EU,8.0,14.0,73.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-074-10,[3],1,['63016'],1,EU,EU,864.0,14.0,74.0,10.0,ALHAMBRA,3,3,posicion_rack,1.0
014-074-20,[3],1,['63016'],1,EU,EU,864.0,14.0,74.0,20.0,ALHAMBRA,3,3,posicion_rack,1.0
014-074-30,[3],1,['124226'],1,EU,EU,640.0,14.0,74.0,30.0,ALHAMBRA,3,3,posicion_rack,1.0
014-074-40,[4],1,['71120'],1,EU,EU,1.0,14.0,74.0,40.0,SOLAN,4,4,posicion_rack,1.0
014-075-00,[23],1,['51258'],1,suelo_estandar,S,1.0,14.0,75.0,0.0,MAHOU-MARKETING OCIO,23,23,posicion_suelo,1.0
