art,reserva,owner_base,uds,adr,qcnt,capa_conversion,factor_conversion_usado,tipologia_estimacion,unidad_resultante,posiciones_estimadas,soporte,estado_conversion,eu_equivalente,modulos_3eu,penaliza_altura_10,impacto_10
98576,61,61,3,AZ02300,3,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
169027,62,62,1,AL102,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
991003,32,32,1,AV11402,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
98610,61,61,10,AO13804,10,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
91012,33,33,1,BB06904,1,C,16.0,AM,posicion_rack,0.0625,dimensión compatible con AM; owner=prefijo_RESERVA,inferido,0.09375,0.03125,False,0.0
148062,37,37,3,AL103,1,C,12.0,balda_9h,subhueco_balda,0.25,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.027777777777777776,0.009259259259259259,False,0.0
102615,29,29,15,B03,15,C,12.0,balda_9h,subhueco_balda,1.25,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.1388888888888889,0.046296296296296294,False,0.0
145077,64,64,1,AT10303,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.009259259259259259,0.0030864197530864196,False,0.0
51094,32,32,3,AM12502,1,A,1.0,suelo_126,posicion_suelo,3.0,match_articulo_propietario; owner=prefijo_RESERVA,soportado,3.0,1.0,False,0.0
166032,29,29,133,TJ00803,1,C,12.0,balda_9h,subhueco_balda,11.083333333333334,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,1.2314814814814814,0.4104938271604939,False,0.0
54050,32,32,1,AN09003,1,B,1.0,EU,posicion_rack,1.0,match_articulo; owner=prefijo_RESERVA,soportado,1.0,0.3333333333333333,False,0.0
184096,61,61,2,AJ02201,2,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,1.0,0.3333333333333333,False,0.0
11014,61,61,72,AV06301,1,B,48.0,EU,posicion_rack,1.5,match_articulo; owner=prefijo_RESERVA,soportado,1.5,0.5,False,0.0
11124,29,29,14,TJ11603,1,C,2.0,suelo_126,posicion_suelo,7.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,7.0,2.3333333333333335,False,0.0
13064,29,29,24,TJ10702,1,C,12.0,balda_9h,subhueco_balda,2.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.2222222222222222,0.07407407407407407,False,0.0
12018,77,77,384,AJ06304,1,B,816.0,EU,posicion_rack,0.47058823529411764,match_articulo; owner=prefijo_RESERVA,soportado,0.47058823529411764,0.1568627450980392,False,0.0
152100,64,64,1,BC08302,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
102615,29,29,4,B03,4,C,12.0,balda_9h,subhueco_balda,0.3333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.037037037037037035,0.012345679012345678,False,0.0
14001,77,77,7,TJ06802,1,B,192.0,EU,posicion_rack,0.036458333333333336,match_articulo; owner=prefijo_RESERVA,soportado,0.020254629629629633,0.0013503086419753086,False,0.0
206050,64,64,17,AV13007,1,B,19.5,AM,posicion_rack,0.8717948717948718,match_articulo; owner=prefijo_RESERVA,soportado,1.3076923076923077,0.4358974358974359,False,0.0
98604,61,61,5,AO13604,5,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
11127,77 CANADAS,77,48,AO03604,2,A,120.0,balda_9h,subhueco_balda,0.4,match_articulo_propietario; owner=prefijo_RESERVA,soportado,0.044444444444444446,0.014814814814814815,False,0.0
71090,61,61,5,AV01809,5,B,228.0,EU,posicion_rack,0.021929824561403508,match_articulo; owner=prefijo_RESERVA,soportado,0.021929824561403508,0.007309941520467836,False,0.0
98572,61,61,4,AR04504,4,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
12012,29,29,48,AJ06807,1,B,72.0,EU,posicion_rack,0.6666666666666666,match_articulo; owner=prefijo_RESERVA,soportado,0.6666666666666666,0.2222222222222222,False,0.0
*MULTI*,,sin_asignacion_segura,1,AW09301,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
98395,29,29,2,AI14802,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
14012,77,77,48,AV13803,1,A,96.0,balda_9h,subhueco_balda,0.5,match_articulo_propietario; owner=prefijo_RESERVA,soportado,0.05555555555555555,0.018518518518518517,False,0.0
102157,14 VOLUNTARIA,14,23,BA02801,23,C,2.0,suelo_126,posicion_suelo,11.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,11.5,3.8333333333333335,False,0.0
22054,32,32,3,BB13401,1,C,2.0,suelo_126,posicion_suelo,1.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,1.5,0.5,False,0.0
32120,32,32,2,AQ08603,1,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,1.0,0.3333333333333333,False,0.0
87022,64,64,3,BE01902,1,C,2.0,suelo_126,posicion_suelo,1.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,1.5,0.5,False,0.0
122061,32,32,22,AI10804,22,B,6.0,EU,posicion_rack,3.6666666666666665,match_articulo; owner=prefijo_RESERVA,soportado,3.6666666666666665,1.222222222222222,False,0.0
21045,29,29,1,AV04206,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
16010,61,61,1,AJ06207,1,B,12.0,EU,posicion_rack,0.08333333333333333,match_articulo; owner=prefijo_RESERVA,soportado,0.08333333333333333,0.027777777777777776,False,0.0
181157,32,32,3,AV10906,3,C,2.0,suelo_126,posicion_suelo,1.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,1.5,0.5,False,0.0
141013,33,33,248,BA04603,248,C,12.0,balda_9h,subhueco_balda,20.666666666666668,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,2.2962962962962963,0.7654320987654322,False,0.0
*MULTI*,,sin_asignacion_segura,1,AV01108,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
133193,29,29,323,AV13702,323,C,12.0,balda_9h,subhueco_balda,26.916666666666668,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,2.990740740740741,0.9969135802469137,False,0.0
148035,4,4,1,AL102,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
186024,61,61,304,AJ02201,304,C,12.0,balda_9h,subhueco_balda,25.333333333333332,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,2.8148148148148144,0.9382716049382716,False,0.0
133034,32,32,110,AK01803,110,C,12.0,balda_9h,subhueco_balda,9.166666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,1.0185185185185184,0.3395061728395061,False,0.0
33000,32,32,16,BB06703,1,C,2.0,suelo_126,posicion_suelo,8.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,8.0,2.6666666666666665,False,0.0
98643,61,61,8,AV10306,8,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
23076,23,23,2,B03,1,C,1.0,suelo_250,posicion_suelo,2.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA,inferido,2.0,0.6666666666666666,True,2.0
23008,32,32,2,AQ06202,1,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,1.0,0.3333333333333333,False,0.0
11115,29,29,120,BB00804,120,B,48.0,EU,posicion_rack,2.5,match_articulo; owner=prefijo_RESERVA,soportado,2.5,0.8333333333333334,False,0.0
*MULTI*,,sin_asignacion_segura,1,AW02004,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
*MULTI*,,sin_asignacion_segura,1,BD09602,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
98637,61,61,8,AV10306,8,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
109201,29,29,13,BF07103,13,C,16.0,AM,posicion_rack,0.8125,dimensión compatible con AM; owner=prefijo_RESERVA,inferido,1.21875,0.40625,False,0.0
34033,64,64,11,AJ08602,1,C,2.0,suelo_126,posicion_suelo,5.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,5.5,1.8333333333333333,False,0.0
124137,29,29,78,BA06800,1,C,12.0,balda_9h,subhueco_balda,6.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.7222222222222222,0.24074074074074073,False,0.0
72051,71,71,3200,AU05002,1,C,12.0,balda_9h,subhueco_balda,266.6666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,29.62962962962963,9.876543209876544,False,0.0
107007,33,33,1,BB13701,1,C,16.0,AM,posicion_rack,0.0625,dimensión compatible con AM; owner=prefijo_RESERVA,inferido,0.09375,0.03125,False,0.0
143082,71,71,4,BB09205,4,C,2.0,suelo_126,posicion_suelo,2.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,2.0,0.6666666666666666,False,0.0
34074,29,29,1,AT09004,1,C,16.0,AM,posicion_rack,0.0625,dimensión compatible con AM; owner=prefijo_RESERVA,inferido,0.09375,0.03125,False,0.0
12064,77,77,672,AV06506,1,C,12.0,balda_9h,subhueco_balda,56.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,6.222222222222221,2.074074074074074,False,0.0
109309,29,29,7,BF07103,7,C,16.0,AM,posicion_rack,0.4375,dimensión compatible con AM; owner=prefijo_RESERVA,inferido,0.65625,0.21875,False,0.0
84055,71,71,18,AN13903,18,C,12.0,balda_9h,subhueco_balda,1.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.16666666666666666,0.05555555555555555,False,0.0
42063,64,64,2,BA08705,1,A,1.0,EU,posicion_rack,2.0,match_articulo_propietario; owner=prefijo_RESERVA,soportado,2.0,0.6666666666666666,False,0.0
49013,64,64,1,AO03002,1,C,16.0,AM,posicion_rack,0.0625,dimensión compatible con AM; owner=prefijo_RESERVA,inferido,0.09375,0.03125,False,0.0
98726,61,61,2,AZ02300,2,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
206050,64,64,2,AV08508,1,B,19.5,AM,posicion_rack,0.10256410256410256,match_articulo; owner=prefijo_RESERVA,soportado,0.15384615384615385,0.05128205128205129,False,0.0
43065,33,33,6,AM13703,1,C,2.0,suelo_126,posicion_suelo,3.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,3.0,1.0,False,0.0
*MULTI*,,sin_asignacion_segura,1,AR04504,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
98606,61,61,5,AO13604,5,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
181223,29,29,8,TJ00400,1,A,20.0,EU,posicion_rack,0.4,match_articulo_propietario; owner=prefijo_RESERVA,soportado,0.4,0.13333333333333333,False,0.0
146098,71 CAMION122,71,4,AZ03101,1,C,2.0,suelo_126,posicion_suelo,2.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,2.0,0.6666666666666666,False,0.0
98767,64,64,2,AW11702,2,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
49015,29,29,12,AK14206,12,B,92.0,EU,posicion_rack,0.13043478260869565,match_articulo; owner=prefijo_RESERVA,soportado,0.13043478260869565,0.043478260869565216,False,0.0
133176,64,64,931,BC08302,931,C,12.0,balda_9h,subhueco_balda,77.58333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,8.62037037037037,2.8734567901234565,False,0.0
105059,29,29,40,AV13002,40,C,12.0,balda_9h,subhueco_balda,3.3333333333333335,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.37037037037037035,0.1234567901234568,False,0.0
179023,33,33,1,AV06509,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
202072,77,77,10,AQ03403,10,C,2.0,suelo_300,posicion_suelo,5.0,dimensión >= 250 cm; owner=prefijo_RESERVA,inferido,5.0,1.6666666666666667,True,5.0
98345,61,61,6,AV01809,6,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
*MULTI*,,sin_asignacion_segura,1,AJ07407,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
124137,29,29,90,BD14502,1,C,12.0,balda_9h,subhueco_balda,7.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.8333333333333333,0.2777777777777778,False,0.0
12012,29,29,528,AQ08302,1,B,72.0,EU,posicion_rack,7.333333333333333,match_articulo; owner=prefijo_RESERVA,soportado,7.333333333333333,2.444444444444444,False,0.0
98274,4   JUNTO98257,4,1,90,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
991006,32,32,1,AV11402,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
991061,33,33,5640,AW11706,1,C,12.0,balda_9h,subhueco_balda,470.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,52.22222222222222,17.40740740740741,False,0.0
161161,71,71,2,AY06301,1,C,1.0,suelo_250,posicion_suelo,2.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA,inferido,2.0,0.6666666666666666,True,2.0
109017,32,32,1,AK01803,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.009259259259259259,0.0030864197530864196,False,0.0
*MULTI*,,sin_asignacion_segura,1,BA11900,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
201123,3,3,1,99,1,C,2.0,suelo_300,posicion_suelo,0.5,dimensión >= 250 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,True,0.5
146018,33,33,18,AM11302,1,C,2.0,suelo_126,posicion_suelo,9.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,9.0,3.0,False,0.0
61014,61,61,14,AJ07006,14,B,84.0,balda_9h,subhueco_balda,0.16666666666666666,match_articulo; owner=prefijo_RESERVA,soportado,0.018518518518518517,0.006172839506172839,False,0.0
18072,77,77,72,TJ10502,3,A,120.0,EU,posicion_rack,0.6,match_articulo_propietario; owner=prefijo_RESERVA,soportado,0.6,0.19999999999999998,False,0.0
61010,32,32,360,AT11703,1,B,469.0,EU,posicion_rack,0.767590618336887,match_articulo; owner=prefijo_RESERVA,soportado,0.767590618336887,0.255863539445629,False,0.0
121029,32,32,13,AZ08905,13,C,12.0,balda_9h,subhueco_balda,1.0833333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.12037037037037035,0.040123456790123455,False,0.0
52016,64,64,3,AZ11801,3,C,12.0,balda_9h,subhueco_balda,0.25,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.027777777777777776,0.009259259259259259,False,0.0
*MULTI*,,sin_asignacion_segura,1,AV12302,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
148006,3,3,1,C08,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.009259259259259259,0.0030864197530864196,False,0.0
132002,29,29,1,AJ09706,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.009259259259259259,0.0030864197530864196,False,0.0
98567,61,61,8,AR04304,8,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
146057,3,3,15288,98,1,C,12.0,balda_9h,subhueco_balda,1274.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,141.55555555555554,47.18518518518518,False,0.0
192052,32,32,2,AK01803,2,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,1.0,0.3333333333333333,False,0.0
98578,61,61,5,AR04804,5,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
84053,64,64,5,AZ11801,5,A,5.0,EU,posicion_rack,1.0,match_articulo_propietario; owner=prefijo_RESERVA,soportado,1.0,0.3333333333333333,False,0.0
105090,29,29,8,AU14604,8,C,12.0,balda_9h,subhueco_balda,0.6666666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.07407407407407407,0.024691358024691357,False,0.0
98709,29,29,16,AW11305,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
16010,77,77,6,TJ01102,1,B,12.0,EU,posicion_rack,0.5,match_articulo; owner=prefijo_RESERVA,soportado,0.5,0.16666666666666666,False,0.0
115108,32,32,45,AZ08905,45,C,2.0,suelo_126,posicion_suelo,22.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,22.5,7.5,False,0.0
12019,29,29,888,AN09502,1,B,228.0,EU,posicion_rack,3.8947368421052633,match_articulo; owner=prefijo_RESERVA,soportado,3.8947368421052633,1.2982456140350878,False,0.0
98009,14 VOLUNTARIA,14,23,BA02801,23,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
14014,61,61,888,BC14501,1,B,360.0,EU,posicion_rack,2.466666666666667,match_articulo; owner=prefijo_RESERVA,soportado,2.466666666666667,0.8222222222222223,False,0.0
62001,77 CAMION121,77,492,AI07005,1,B,30.0,balda_9h,subhueco_balda,16.4,match_articulo; owner=prefijo_RESERVA,soportado,1.822222222222222,0.6074074074074074,False,0.0
72009,24,24,7000,B03,1,C,12.0,balda_9h,subhueco_balda,583.3333333333334,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,64.81481481481481,21.60493827160494,False,0.0
105092,29,29,40,BF07103,40,C,12.0,balda_9h,subhueco_balda,3.3333333333333335,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.37037037037037035,0.1234567901234568,False,0.0
203093,29,29,6,AV07702,1,A,15.0,TR,posicion_rack,0.4,match_articulo_propietario; owner=prefijo_RESERVA,soportado,1.2000000000000002,0.4000000000000001,False,0.0
23008,32,32,1,AV08608,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
42060,64,64,2,BA08705,2,A,7.0,EU,posicion_rack,0.2857142857142857,match_articulo_propietario; owner=prefijo_RESERVA,soportado,0.2857142857142857,0.09523809523809523,False,0.0
51082,7,7,1,AV10900,1,C,6.0,EU,posicion_rack,0.16666666666666666,dimensión compatible con EU; owner=prefijo_RESERVA,inferido,0.16666666666666666,0.05555555555555555,False,0.0
*MULTI*,,sin_asignacion_segura,1,AY05501,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
63011,77,77,456,AT14902,1,C,12.0,balda_9h,subhueco_balda,38.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,4.222222222222222,1.4074074074074074,False,0.0
205220,64,64,2,AZ06401,1,C,16.0,AM,posicion_rack,0.125,dimensión compatible con AM; owner=prefijo_RESERVA,inferido,0.1875,0.0625,False,0.0
205024,37,37,1,AL105,1,C,1.0,suelo_250,posicion_suelo,1.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA,inferido,1.0,0.3333333333333333,True,1.0
98892,64,64,15,AZ01902,15,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
102616,29,29,8,B03,8,C,12.0,balda_9h,subhueco_balda,0.6666666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.07407407407407407,0.024691358024691357,False,0.0
*MULTI*,,sin_asignacion_segura,1,AZ09501,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
51338,7,7,1,AR07204,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
124249,33,33,444,BA06400,1,C,2.0,suelo_126,posicion_suelo,222.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,222.0,74.0,False,0.0
98766,64,64,2,BA03104,2,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
181223,29,29,9,AW13103,1,A,20.0,EU,posicion_rack,0.45,match_articulo_propietario; owner=prefijo_RESERVA,soportado,0.45,0.15,False,0.0
51154,64,64,1,AI05701,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
31091,24,24,18,AN11902,1,A,18.0,AM,posicion_rack,1.0,match_articulo_propietario; owner=prefijo_RESERVA,soportado,1.5,0.5,False,0.0
98015,14 VOLUNTARIA,14,14,BA02801,14,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
143082,71,71,19,BB09205,19,C,2.0,suelo_126,posicion_suelo,9.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,9.5,3.1666666666666665,False,0.0
165013,3,3,1,AL102,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.009259259259259259,0.0030864197530864196,False,0.0
33000,32,32,10,AZ13503,1,C,2.0,suelo_126,posicion_suelo,5.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,5.0,1.6666666666666667,False,0.0
205027,32,32,4,AK01605,1,C,2.0,suelo_126,posicion_suelo,2.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,2.0,0.6666666666666666,False,0.0
54088,64,64,2,BA11402,2,C,12.0,balda_9h,subhueco_balda,0.16666666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.018518518518518517,0.006172839506172839,False,0.0
43065,33,33,7,AN07501,1,C,2.0,suelo_126,posicion_suelo,3.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,3.5,1.1666666666666667,False,0.0
*MULTI*,,sin_asignacion_segura,1,TJ04103,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
98617,61,61,5,AO14002,5,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
14014,33,33,720,AP08305,1,B,360.0,EU,posicion_rack,2.0,match_articulo; owner=prefijo_RESERVA,soportado,2.0,0.6666666666666666,False,0.0
32077,64,64,12,AK08505,1,C,2.0,suelo_126,posicion_suelo,6.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,6.0,2.0,False,0.0
114020,32,32,744,BF01805,1,C,12.0,balda_9h,subhueco_balda,62.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,6.888888888888888,2.2962962962962963,False,0.0
61007,77,77,84,17,1,B,782.0,EU,posicion_rack,0.10741687979539642,match_articulo; owner=prefijo_RESERVA,soportado,0.10741687979539642,0.03580562659846547,False,0.0
181162,32,32,1,AV10906,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
148048,37,37,5,AL105,1,C,12.0,balda_9h,subhueco_balda,0.4166666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.046296296296296294,0.0154320987654321,False,0.0
32052,71,71,8,AT11303,1,C,2.0,suelo_126,posicion_suelo,4.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,4.0,1.3333333333333333,False,0.0
155006,32,32,3,BC10905,1,C,2.0,suelo_126,posicion_suelo,1.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,1.5,0.5,False,0.0
74019,34,34,270,BA06905,1,A,270.0,EU,posicion_rack,1.0,match_articulo_propietario; owner=prefijo_RESERVA,soportado,1.0,0.3333333333333333,False,0.0
23108,29,29,2,TJ12100,1,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,1.0,0.3333333333333333,False,0.0
11013,61,61,1080,BA03303,1,A,48.0,balda_9h,subhueco_balda,22.5,match_articulo_propietario; owner=prefijo_RESERVA,soportado,2.5,0.8333333333333334,False,0.0
143053,32,32,10,AJ04207,1,C,2.0,suelo_126,posicion_suelo,5.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,5.0,1.6666666666666667,False,0.0
148018,37,37,2,AL105,1,C,12.0,balda_9h,subhueco_balda,0.16666666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.018518518518518517,0.006172839506172839,False,0.0
146065,71,71,1,AJ07805,1,A,1.0,EU,posicion_rack,1.0,match_articulo_propietario; owner=prefijo_RESERVA,soportado,1.0,0.3333333333333333,False,0.0
98566,61,61,8,AR09401,8,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
65048,29,29,48,TJ00903,1,C,12.0,balda_9h,subhueco_balda,4.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.4444444444444444,0.14814814814814814,False,0.0
143046,77,77,9,AQ14003,1,B,24.0,EU,posicion_rack,0.375,match_articulo; owner=prefijo_RESERVA,soportado,0.375,0.125,False,0.0
122190,29,29,10,AV13702,10,C,2.0,suelo_126,posicion_suelo,5.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,5.0,1.6666666666666667,False,0.0
98047,74,74,348,B03,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
98016,14 VOLUNTARIA,14,25,BA02801,25,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
148043,37,37,1,AL103,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.009259259259259259,0.0030864197530864196,False,0.0
