ubicacion,owner,article,tipologia,width,stock_pal_total,pallet_rows,denominacion,pasillo,columna,altura,denominacion_propietario
015-004-40,29,16010,EU,EU,6.0,1,BARRIL 30L MAHOU 5 ESTRELLAS (1593),15.0,4.0,40.0,MAHOU FUTBOL
015-005-00,30,41068,suelo_250,S,1.0,1,ESTANTERIA/TRASERA DORADA MAHOU 1890,15.0,5.0,0.0,EVENTOS COMERCIALES
015-005-30,29,14014,EU,EU,432.0,1,CERVEZA 33CL MAHOU SIN GLUTEN (1813),15.0,5.0,30.0,MAHOU FUTBOL
015-005-40,30,18072,EU,EU,1.0,1,AGUA C/GAS DE CRISTAL 33CL SOLANX24UD,15.0,5.0,40.0,EVENTOS COMERCIALES
015-006-00,89,16045,suelo_126,EU,2.0,1,BARRIL 50L MAHOU CLASICA,15.0,6.0,0.0,BRAND MANAGEMENT MERCADO
015-006-07,96,14000,balda_9h,BD,24.0,1,CERVEZA 33CL SAN MIGUEL ESPECIAL SIN GLU,15.0,6.0,7.0,VENUES
015-006-08,29,14012,balda_9h,BD,24.0,1,"CERVEZA 33CL MAHOU TOSTADA 0,0 (2751)",15.0,6.0,8.0,MAHOU FUTBOL
015-006-20,29,14012,EU,EU,168.0,1,"CERVEZA 33CL MAHOU TOSTADA 0,0 (2751)",15.0,6.0,20.0,MAHOU FUTBOL
015-006-30,62,18428,EU,EU,1.0,1,"AGUA 50CL PLASTICO SOLAN 2025 CALCIO, MA",15.0,6.0,30.0,MAHOU JOVEN
015-006-40,90,11110,EU,EU,504.0,1,CERVEZA 33CL MAHOU 5 ESTRELLAS  NUEVA IM,15.0,6.0,40.0,HUB CONTENIDO & ACTIVACION
015-007-00,5,161125,suelo_250,S,1.0,1,NEVERA EXPOSITORA SAN MIGUEL,15.0,7.0,0.0,SAN MIGUEL
015-007-10,3,14926,EU,EU,1.0,1,CERVEZA 25CL ALHAMBRA ESPECIAL SIN PACK,15.0,7.0,10.0,ALHAMBRA
015-007-20,96,11000,EU,EU,336.0,1,CERVEZA 33CL MAHOU MAESTRA DUNKEL,15.0,7.0,20.0,VENUES
015-008-00,71,16071,suelo_126,EU,1.0,1,BARRIL 50L BUD LIGTH,15.0,8.0,0.0,BUDWEISER
015-008-30,29,18428,EU,EU,440.0,1,"AGUA 50CL PLASTICO SOLAN 2025 CALCIO, MA",15.0,8.0,30.0,MAHOU FUTBOL
015-009-00,5,41027,suelo_250,S,2.0,1,ESTANTERIA DORADA 200X35X71 SAN MIGUEL,15.0,9.0,0.0,SAN MIGUEL
015-009-10,86,12018,EU,EU,816.0,1,CERVEZA 33CL ALHAMBRA ESPECIAL PACK4UD (,15.0,9.0,10.0,GOLF
015-009-20,29,16010,EU,EU,12.0,1,BARRIL 30L MAHOU 5 ESTRELLAS (1593),15.0,9.0,20.0,MAHOU FUTBOL
015-009-40,29,14014,EU,EU,192.0,1,CERVEZA 33CL MAHOU SIN GLUTEN (1813),15.0,9.0,40.0,MAHOU FUTBOL
015-010-00,23,16045,suelo_126,EU,5.0,1,BARRIL 50L MAHOU CLASICA,15.0,10.0,0.0,MAHOU-MARKETING OCIO
015-010-07,3,18073,balda_9h,BD,48.0,1,LATA 33CL AGUA CON GAS SOLAN PACK 24UD,15.0,10.0,7.0,ALHAMBRA
015-010-09,30,18072,balda_9h,BD,72.0,1,AGUA C/GAS DE CRISTAL 33CL SOLANX24UD,15.0,10.0,9.0,EVENTOS COMERCIALES
015-010-30,3,14926,EU,EU,1.0,1,CERVEZA 25CL ALHAMBRA ESPECIAL SIN PACK,15.0,10.0,30.0,ALHAMBRA
015-010-40,23,12012,EU,EU,72.0,1,CERVEZA 33CL ALHAMBRA RESERVA 1925 (5420,15.0,10.0,40.0,MAHOU-MARKETING OCIO
015-011-00,3,95003,suelo_250,S,1.0,1,MODULO LUMINOSO TRANSPARENTE CELOSIA ALH,15.0,11.0,0.0,ALHAMBRA
015-011-20,4,18073,EU,EU,2.0,1,LATA 33CL AGUA CON GAS SOLAN PACK 24UD,15.0,11.0,20.0,SOLAN
015-011-30,4,18073,EU,EU,1.0,1,LATA 33CL AGUA CON GAS SOLAN PACK 24UD,15.0,11.0,30.0,SOLAN
015-011-40,96,11130,EU,EU,720.0,1,CERVEZA MAHOU RESERVA 4X6 33CL BOTELLA C,15.0,11.0,40.0,VENUES
015-012-00,29,16024,suelo_126,EU,2.0,1,"BARRIL 20L MAHOU 0,0 TOSTADA",15.0,12.0,0.0,MAHOU FUTBOL
015-012-07,96,15005,balda_9h,BD,144.0,1,LATA 33CL TRADICIONAL  ALHAMBRA,15.0,12.0,7.0,VENUES
015-012-09,29,14015,balda_9h,BD,24.0,1,CERVEZA 25CL PACK  6 UDS. SIN MAHOU (965,15.0,12.0,9.0,MAHOU FUTBOL
015-012-10,29,11129,EU,EU,1.0,1,CERVEZA 20CL MAHOU MINI PACK 6UD (4636),15.0,12.0,10.0,MAHOU FUTBOL
015-012-40,4,18072,EU,EU,192.0,1,AGUA C/GAS DE CRISTAL 33CL SOLANX24UD,15.0,12.0,40.0,SOLAN
015-013-07,96,12016,balda_9h,BD,48.0,1,CERVEZA 33CL SAN MIGUEL SELECTA,15.0,13.0,7.0,VENUES
015-013-08,77,14012,balda_9h,BD,96.0,1,"CERVEZA 33CL MAHOU TOSTADA 0,0 (2751)",15.0,13.0,8.0,ASUNTOS CORPORATIVOS Y SOSTENIBILIDAD
015-013-09,23,11026,balda_9h,BD,36.0,1,CERVEZA 33CLMAHOU IPA (3526),15.0,13.0,9.0,MAHOU-MARKETING OCIO
015-013-10,62,14042,EU,EU,72.0,1,CERVEZA 33CL MAHOU SIN GLUTEN (1813) 202,15.0,13.0,10.0,MAHOU JOVEN
015-013-40,96,11130,EU,EU,144.0,1,CERVEZA MAHOU RESERVA 4X6 33CL BOTELLA C,15.0,13.0,40.0,VENUES
015-014-00,29,16024,suelo_126,EU,15.0,1,"BARRIL 20L MAHOU 0,0 TOSTADA",15.0,14.0,0.0,MAHOU FUTBOL
015-014-08,96,15179,balda_9h,BD,24.0,1,LATA 33CL SAN MIGUEL MAGNA CERVEZA RUBIA,15.0,14.0,8.0,VENUES
015-014-09,77,11104,balda_9h,BD,24.0,1,CERVEZA 33CL MAHOU SIN FILTRAR (5282),15.0,14.0,9.0,ASUNTOS CORPORATIVOS Y SOSTENIBILIDAD
015-014-10,29,11110,EU,EU,1.0,1,CERVEZA 33CL MAHOU 5 ESTRELLAS  NUEVA IM,15.0,14.0,10.0,MAHOU FUTBOL
015-014-20,62,18428,EU,EU,400.0,1,"AGUA 50CL PLASTICO SOLAN 2025 CALCIO, MA",15.0,14.0,20.0,MAHOU JOVEN
015-014-30,96,11024,EU,EU,600.0,1,CERVEZA 33CL MAHOU RADLER (3116),15.0,14.0,30.0,VENUES
015-015-00,23,92130,suelo_126,S,1.0,1,"BARRA CON LED MADERA LOGO ""M"" MAHOU",15.0,15.0,0.0,MAHOU-MARKETING OCIO
015-015-07,61,11013,balda_9h,BD,48.0,1,CERVEZA 33CL MAHOU BARRICA ORIGINAL,15.0,15.0,7.0,MAHOU CORPORATIVO
015-015-08,23,11104,balda_9h,BD,72.0,1,CERVEZA 33CL MAHOU SIN FILTRAR (5282),15.0,15.0,8.0,MAHOU-MARKETING OCIO
015-015-09,23,15186,balda_9h,BD,48.0,1,LATA REFEEL TROPICAL 33CL,15.0,15.0,9.0,MAHOU-MARKETING OCIO
015-015-20,96,11115,EU,EU,24.0,1,CERVEZA 33CL MAHOU 5 ESTRELLAS NUEVA IMA,15.0,15.0,20.0,VENUES
015-015-30,23,15188,EU,EU,480.0,1,LATA CERVEZA JUEGO DEL CALAMAR 33CL PACK,15.0,15.0,30.0,MAHOU-MARKETING OCIO
015-016-07,4,18030,balda_9h,BD,2.0,1,AGUA PLASTICO 5L SOLAN,15.0,16.0,7.0,SOLAN
015-016-08,4,18078,balda_9h,BD,12.0,1,AGUA CRISTAL 75CL SOLAN AZUL CAJA 12UND,15.0,16.0,8.0,SOLAN
015-016-10,62,11127,EU,EU,408.0,1,CERVEZA 33CL MAHOU RESERVA,15.0,16.0,10.0,MAHOU JOVEN
015-016-30,23,16010,EU,EU,2.0,1,BARRIL 30L MAHOU 5 ESTRELLAS (1593),15.0,16.0,30.0,MAHOU-MARKETING OCIO
015-016-40,96,11024,EU,EU,600.0,1,CERVEZA 33CL MAHOU RADLER (3116),15.0,16.0,40.0,VENUES
015-017-07,96,15003,balda_9h,BD,48.0,1,LATA 33CL RADLER 5 ESTRELLAS  MAHOU,15.0,17.0,7.0,VENUES
015-017-08,96,12019,balda_9h,BD,24.0,1,CERVEZA 33CL ALHAMBRA ROJA  (24374),15.0,17.0,8.0,VENUES
015-017-30,96,14039,EU,EU,840.0,1,"CERVEZA 33CL MAHOU TOSTADA 0,0 SIN GLUTE",15.0,17.0,30.0,VENUES
015-017-40,30,14042,EU,EU,240.0,1,CERVEZA 33CL MAHOU SIN GLUTEN (1813) 202,15.0,17.0,40.0,EVENTOS COMERCIALES
015-018-08,5,12034,balda_9h,BD,96.0,1,"CERVEZA 25CL 0,0 SAN MIGUEL",15.0,18.0,8.0,SAN MIGUEL
015-018-09,30,18073,balda_9h,BD,48.0,1,LATA 33CL AGUA CON GAS SOLAN PACK 24UD,15.0,18.0,9.0,EVENTOS COMERCIALES
015-018-10,23,18428,EU,EU,360.0,1,"AGUA 50CL PLASTICO SOLAN 2025 CALCIO, MA",15.0,18.0,10.0,MAHOU-MARKETING OCIO
015-018-20,96,14012,EU,EU,1.0,1,"CERVEZA 33CL MAHOU TOSTADA 0,0 (2751)",15.0,18.0,20.0,VENUES
015-018-30,29,16015,EU,EU,12.0,1,BARRIL 30L MAHOU CLASICA (1449),15.0,18.0,30.0,MAHOU FUTBOL
015-018-40,4,18072,EU,EU,672.0,1,AGUA C/GAS DE CRISTAL 33CL SOLANX24UD,15.0,18.0,40.0,SOLAN
015-019-07,77,14026,balda_9h,BD,24.0,1,"CERVEZA 33CL CORONA 0,0 PACK 6 CAJAX24U",15.0,19.0,7.0,ASUNTOS CORPORATIVOS Y SOSTENIBILIDAD
015-019-09,3,12070,balda_9h,BD,106.0,1,SOBRANTE MINI ALHAMBRA,15.0,19.0,9.0,ALHAMBRA
015-020-07,96,11009,balda_9h,BD,72.0,1,CERVEZA 33CL MAHOU BARRICA BOURBON,15.0,20.0,7.0,VENUES
015-020-09,96,11026,balda_9h,BD,36.0,1,CERVEZA 33CLMAHOU IPA (3526),15.0,20.0,9.0,VENUES
015-020-10,96,12036,EU,EU,288.0,1,CERVEZA 33CL PACK4UD ESPECIAL SAN MIGUEL,15.0,20.0,10.0,VENUES
015-020-20,96,16037,EU,EU,5.0,1,BARRIL 30L SAN MIGUEL ESPECIAL,15.0,20.0,20.0,VENUES
015-020-40,3,18073,EU,EU,2.0,1,LATA 33CL AGUA CON GAS SOLAN PACK 24UD,15.0,20.0,40.0,ALHAMBRA
015-021-09,4,18073,balda_9h,BD,24.0,1,LATA 33CL AGUA CON GAS SOLAN PACK 24UD,15.0,21.0,9.0,SOLAN
015-021-10,30,12036,EU,EU,192.0,1,CERVEZA 33CL PACK4UD ESPECIAL SAN MIGUEL,15.0,21.0,10.0,EVENTOS COMERCIALES
015-021-30,3,14926,EU,EU,84.0,1,CERVEZA 25CL ALHAMBRA ESPECIAL SIN PACK,15.0,21.0,30.0,ALHAMBRA
015-022-07,77,13008,balda_9h,BD,24.0,1,CERVEZA  33CL LA SALVE BILBAO LAGER AUTE,15.0,22.0,7.0,ASUNTOS CORPORATIVOS Y SOSTENIBILIDAD
015-022-08,96,18073,balda_9h,BD,144.0,1,LATA 33CL AGUA CON GAS SOLAN PACK 24UD,15.0,22.0,8.0,VENUES
015-022-09,77,14009,balda_9h,BD,24.0,1,CERVEZA 33CL MAHOU SIN GLUTEN PACK CESTA,15.0,22.0,9.0,ASUNTOS CORPORATIVOS Y SOSTENIBILIDAD
015-022-30,24,18018,EU,EU,175.0,1,AGUA 50CL CRISTAL CAJA  20UNDS SOLAN,15.0,22.0,30.0,MCC MADRID
015-022-40,30,18072,EU,EU,240.0,1,AGUA C/GAS DE CRISTAL 33CL SOLANX24UD,15.0,22.0,40.0,EVENTOS COMERCIALES
015-023-07,77,12061,balda_9h,BD,24.0,1,CERVEZA 33CL ROJA ALHAMBRA PACK 4UND,15.0,23.0,7.0,ASUNTOS CORPORATIVOS Y SOSTENIBILIDAD
015-023-10,96,11029,EU,EU,432.0,1,CERVEZA 33CL 4 PACK DE 6 UDS. MAESTRA  M,15.0,23.0,10.0,VENUES
015-023-20,4,18078,EU,EU,72.0,1,AGUA CRISTAL 75CL SOLAN AZUL CAJA 12UND,15.0,23.0,20.0,SOLAN
015-023-40,4,18078,EU,EU,408.0,1,AGUA CRISTAL 75CL SOLAN AZUL CAJA 12UND,15.0,23.0,40.0,SOLAN
015-024-07,34,14039,balda_9h,BD,48.0,1,"CERVEZA 33CL MAHOU TOSTADA 0,0 SIN GLUTE",15.0,24.0,7.0,CUENTAS NACIONALES
015-024-10,96,12019,EU,EU,456.0,1,CERVEZA 33CL ALHAMBRA ROJA  (24374),15.0,24.0,10.0,VENUES
015-024-20,96,16025,EU,EU,2.0,1,BARRIL 30L SAN MIGUEL SELECTA,15.0,24.0,20.0,VENUES
015-024-30,29,14012,EU,EU,888.0,1,"CERVEZA 33CL MAHOU TOSTADA 0,0 (2751)",15.0,24.0,30.0,MAHOU FUTBOL
015-024-40,4,18071,EU,EU,936.0,1,LATA AGUA 33CL AZUL SOLAN,15.0,24.0,40.0,SOLAN
015-025-07,34,14039,balda_9h,BD,24.0,1,"CERVEZA 33CL MAHOU TOSTADA 0,0 SIN GLUTE",15.0,25.0,7.0,CUENTAS NACIONALES
015-025-08,34,11110,balda_9h,BD,96.0,1,CERVEZA 33CL MAHOU 5 ESTRELLAS  NUEVA IM,15.0,25.0,8.0,CUENTAS NACIONALES
015-025-20,3,14042,EU,EU,336.0,1,CERVEZA 33CL MAHOU SIN GLUTEN (1813) 202,15.0,25.0,20.0,ALHAMBRA
015-025-40,62,16024,EU,EU,3.0,1,"BARRIL 20L MAHOU 0,0 TOSTADA",15.0,25.0,40.0,MAHOU JOVEN
015-026-07,30,15003,balda_9h,BD,72.0,1,LATA 33CL RADLER 5 ESTRELLAS  MAHOU,15.0,26.0,7.0,EVENTOS COMERCIALES
015-026-10,62,16024,EU,EU,5.0,1,"BARRIL 20L MAHOU 0,0 TOSTADA",15.0,26.0,10.0,MAHOU JOVEN
015-026-20,4,18412,EU,EU,504.0,1,AGUA PLASTICO 75CL SOLAN PACK12,15.0,26.0,20.0,SOLAN
015-026-30,23,16024,EU,EU,12.0,1,"BARRIL 20L MAHOU 0,0 TOSTADA",15.0,26.0,30.0,MAHOU-MARKETING OCIO
015-026-40,30,18073,EU,EU,1.0,1,LATA 33CL AGUA CON GAS SOLAN PACK 24UD,15.0,26.0,40.0,EVENTOS COMERCIALES
015-027-09,34,11127,balda_9h,BD,24.0,1,CERVEZA 33CL MAHOU RESERVA,15.0,27.0,9.0,CUENTAS NACIONALES
015-027-20,62,14012,EU,EU,408.0,1,"CERVEZA 33CL MAHOU TOSTADA 0,0 (2751)",15.0,27.0,20.0,MAHOU JOVEN
015-027-30,86,12065,EU,EU,120.0,1,CERVEZA 33CL SAN MIGUEL SELECTA 2023,15.0,27.0,30.0,GOLF
015-028-07,34,11030,balda_9h,BD,24.0,1,CERVEZA 33CL MAHOU MAESTRA (2195),15.0,28.0,7.0,CUENTAS NACIONALES
015-028-08,34,11104,balda_9h,BD,24.0,1,CERVEZA 33CL MAHOU SIN FILTRAR (5282),15.0,28.0,8.0,CUENTAS NACIONALES
015-028-09,77,18078,balda_9h,BD,48.0,1,AGUA CRISTAL 75CL SOLAN AZUL CAJA 12UND,15.0,28.0,9.0,ASUNTOS CORPORATIVOS Y SOSTENIBILIDAD
015-028-30,96,14042,EU,EU,120.0,1,CERVEZA 33CL MAHOU SIN GLUTEN (1813) 202,15.0,28.0,30.0,VENUES
015-029-07,77,19059,balda_9h,BD,24.0,1,BENDITO VERMUT ROJO 75CL,15.0,29.0,7.0,ASUNTOS CORPORATIVOS Y SOSTENIBILIDAD
015-029-08,34,12012,balda_9h,BD,72.0,1,CERVEZA 33CL ALHAMBRA RESERVA 1925 (5420,15.0,29.0,8.0,CUENTAS NACIONALES
015-029-09,3,18073,balda_9h,BD,120.0,1,LATA 33CL AGUA CON GAS SOLAN PACK 24UD,15.0,29.0,9.0,ALHAMBRA
015-029-10,96,16015,EU,EU,12.0,1,BARRIL 30L MAHOU CLASICA (1449),15.0,29.0,10.0,VENUES
015-029-20,5,12027,EU,EU,594.0,1,SAN MIGUEL ESPECIAL ABRE FACIL 25CL,15.0,29.0,20.0,SAN MIGUEL
015-029-30,96,16015,EU,EU,12.0,1,BARRIL 30L MAHOU CLASICA (1449),15.0,29.0,30.0,VENUES
015-030-09,3,12061,balda_9h,BD,72.0,1,CERVEZA 33CL ROJA ALHAMBRA PACK 4UND,15.0,30.0,9.0,ALHAMBRA
015-030-10,96,16024,EU,EU,8.0,1,"BARRIL 20L MAHOU 0,0 TOSTADA",15.0,30.0,10.0,VENUES
015-030-20,3,12014,EU,EU,1.0,1,CERVEZA 33CL PACK4 RESERVA 1925 ALHAMBRA,15.0,30.0,20.0,ALHAMBRA
015-030-40,4,18073,EU,EU,2.0,1,LATA 33CL AGUA CON GAS SOLAN PACK 24UD,15.0,30.0,40.0,SOLAN
015-031-00,71,16071,suelo_126,EU,6.0,1,BARRIL 50L BUD LIGTH,15.0,31.0,0.0,BUDWEISER
015-031-08,77,15018,balda_9h,BD,96.0,1,LATA 33CL CERVEZA MAHOU SIN FILTRAR (527,15.0,31.0,8.0,ASUNTOS CORPORATIVOS Y SOSTENIBILIDAD
015-031-09,3,14042,balda_9h,BD,24.0,1,CERVEZA 33CL MAHOU SIN GLUTEN (1813) 202,15.0,31.0,9.0,ALHAMBRA
015-031-20,96,11013,EU,EU,300.0,1,CERVEZA 33CL MAHOU BARRICA ORIGINAL,15.0,31.0,20.0,VENUES
015-031-40,86,12068,EU,EU,120.0,1,CERVEZA SAN MIGUEL 33CL MAGNA RUBIA,15.0,31.0,40.0,GOLF
015-032-07,61,11000,balda_9h,BD,24.0,1,CERVEZA 33CL MAHOU MAESTRA DUNKEL,15.0,32.0,7.0,MAHOU CORPORATIVO
015-032-08,6,13005,balda_9h,BD,24.0,1,"CERVEZA 35,5CL FOUNDERS DIRTY BASTARD",15.0,32.0,8.0,CRAFT
015-032-09,29,11013,balda_9h,BD,36.0,1,CERVEZA 33CL MAHOU BARRICA ORIGINAL,15.0,32.0,9.0,MAHOU FUTBOL
015-032-20,96,16010,EU,EU,11.0,1,BARRIL 30L MAHOU 5 ESTRELLAS (1593),15.0,32.0,20.0,VENUES
015-032-30,4,18433,EU,EU,720.0,1,AGUA PLASTICO 75CL SOLAN PACK12 2025,15.0,32.0,30.0,SOLAN
015-032-40,4,18073,EU,EU,2.0,1,LATA 33CL AGUA CON GAS SOLAN PACK 24UD,15.0,32.0,40.0,SOLAN
015-033-09,34,13013,balda_9h,BD,24.0,1,CERVEZA 35CL CORONA  (3814),15.0,33.0,9.0,CUENTAS NACIONALES
015-033-10,23,12033,EU,EU,144.0,1,CERVEZA 33CL ALHAMBRA ESPECIAL (CAJA PLA,15.0,33.0,10.0,MAHOU-MARKETING OCIO
015-033-30,86,14009,EU,EU,48.0,1,CERVEZA 33CL MAHOU SIN GLUTEN PACK CESTA,15.0,33.0,30.0,GOLF
015-033-40,4,18073,EU,EU,2.0,1,LATA 33CL AGUA CON GAS SOLAN PACK 24UD,15.0,33.0,40.0,SOLAN
015-034-08,89,15182,balda_9h,BD,144.0,1,CERVEZA LATA 33CL MAHOU CLASICA (PACK 8U,15.0,34.0,8.0,BRAND MANAGEMENT MERCADO
015-034-09,96,15017,balda_9h,BD,120.0,1,"LATA 33CL MAHOU TOSTADA 0,0 PACK 8UD",15.0,34.0,9.0,VENUES
015-034-10,3,124282,EU,EU,25.0,1,"ESTUCHE VINTAGE PACK 4 BOT ""100 ANOS CEL",15.0,34.0,10.0,ALHAMBRA
015-034-30,96,18428,EU,EU,80.0,1,"AGUA 50CL PLASTICO SOLAN 2025 CALCIO, MA",15.0,34.0,30.0,VENUES
015-034-40,4,18086,EU,EU,1.0,1,AGUA 33CL SOLAN CRISTAL CAJA CARTONX24U,15.0,34.0,40.0,SOLAN
015-035-08,34,18071,balda_9h,BD,96.0,1,LATA AGUA 33CL AZUL SOLAN,15.0,35.0,8.0,CUENTAS NACIONALES
015-035-10,90,18428,EU,EU,460.0,1,"AGUA 50CL PLASTICO SOLAN 2025 CALCIO, MA",15.0,35.0,10.0,HUB CONTENIDO & ACTIVACION
015-035-20,5,12080,EU,EU,312.0,1,CERVEZA SAN MIGUEL M***SHAKES (1006) LAT,15.0,35.0,20.0,SAN MIGUEL
015-035-30,29,11127,EU,EU,984.0,1,CERVEZA 33CL MAHOU RESERVA,15.0,35.0,30.0,MAHOU FUTBOL
015-035-40,4,18072,EU,EU,288.0,1,AGUA C/GAS DE CRISTAL 33CL SOLANX24UD,15.0,35.0,40.0,SOLAN
015-036-09,34,18428,balda_9h,BD,28.0,1,"AGUA 50CL PLASTICO SOLAN 2025 CALCIO, MA",15.0,36.0,9.0,CUENTAS NACIONALES
015-036-30,4,18433,EU,EU,720.0,1,AGUA PLASTICO 75CL SOLAN PACK12 2025,15.0,36.0,30.0,SOLAN
015-037-07,77,12036,balda_9h,BD,24.0,1,CERVEZA 33CL PACK4UD ESPECIAL SAN MIGUEL,15.0,37.0,7.0,ASUNTOS CORPORATIVOS Y SOSTENIBILIDAD
015-037-09,96,12014,balda_9h,BD,48.0,1,CERVEZA 33CL PACK4 RESERVA 1925 ALHAMBRA,15.0,37.0,9.0,VENUES
015-037-30,4,18002,EU,EU,492.0,1,AGUA CRISTAL 75CL SOLAN C/GAS CJ 12UD. C,15.0,37.0,30.0,SOLAN
015-037-40,4,18002,EU,EU,204.0,1,AGUA CRISTAL 75CL SOLAN C/GAS CJ 12UD. C,15.0,37.0,40.0,SOLAN
015-038-07,5,14011,balda_9h,BD,120.0,1,"CERVEZA 33CL SAN MIGUEL RADLER 0,0",15.0,38.0,7.0,SAN MIGUEL
015-038-09,3,14012,balda_9h,BD,96.0,1,"CERVEZA 33CL MAHOU TOSTADA 0,0 (2751)",15.0,38.0,9.0,ALHAMBRA
015-038-20,95,16065,EU,EU,3.0,1,BARRIL SANGRIA SARANGO 30L,15.0,38.0,20.0,INNOVACION
015-038-30,5,12089,EU,EU,720.0,1,CERVEZA BOTTLECAN SAN MIGUEL ESPECIAL 33,15.0,38.0,30.0,SAN MIGUEL
015-038-40,4,18086,EU,EU,216.0,1,AGUA 33CL SOLAN CRISTAL CAJA CARTONX24U,15.0,38.0,40.0,SOLAN
015-039-08,23,14042,balda_9h,BD,24.0,1,CERVEZA 33CL MAHOU SIN GLUTEN (1813) 202,15.0,39.0,8.0,MAHOU-MARKETING OCIO
015-039-10,30,12078,EU,EU,48.0,1,CERVEZA SAN MIGUEL 33CL RETORNABLE CAJA,15.0,39.0,10.0,EVENTOS COMERCIALES
015-039-20,4,18433,EU,EU,720.0,1,AGUA PLASTICO 75CL SOLAN PACK12 2025,15.0,39.0,20.0,SOLAN
015-039-30,5,14000,EU,EU,576.0,1,CERVEZA 33CL SAN MIGUEL ESPECIAL SIN GLU,15.0,39.0,30.0,SAN MIGUEL
015-039-40,4,18086,EU,EU,1.0,1,AGUA 33CL SOLAN CRISTAL CAJA CARTONX24U,15.0,39.0,40.0,SOLAN
015-040-07,3,18002,balda_9h,BD,48.0,1,AGUA CRISTAL 75CL SOLAN C/GAS CJ 12UD. C,15.0,40.0,7.0,ALHAMBRA
015-040-08,96,11104,balda_9h,BD,48.0,1,CERVEZA 33CL MAHOU SIN FILTRAR (5282),15.0,40.0,8.0,VENUES
015-040-10,6,13088,EU,EU,864.0,1,CERVEZA 33CLFOUNDERS KBS,15.0,40.0,10.0,CRAFT
015-040-20,95,16066,EU,EU,4.0,1,BARRIL 30L MONTXO KALIMOTXO,15.0,40.0,20.0,INNOVACION
015-040-30,96,16061,EU,EU,6.0,1,BARRIL 30L ALHAMBRA RESERVA 1925,15.0,40.0,30.0,VENUES
015-040-40,4,18073,EU,EU,2.0,1,LATA 33CL AGUA CON GAS SOLAN PACK 24UD,15.0,40.0,40.0,SOLAN
015-041-08,32,11010,balda_9h,BD,72.0,1,CERVEZA 33CL MAHOU BARRICA 12 MESES,15.0,41.0,8.0,MCC CENTRO - OESTE
015-041-09,23,12012,balda_9h,BD,72.0,1,CERVEZA 33CL ALHAMBRA RESERVA 1925 (5420,15.0,41.0,9.0,MAHOU-MARKETING OCIO
015-041-30,4,18059,EU,EU,12.0,1,AGUA 75CL GAS CRISTAL CAJA PLAST SOLAN,15.0,41.0,30.0,SOLAN
015-041-40,96,18101,EU,EU,226.0,1,AGUA BOT CRISTAL 1L CAJA PLASTICO SOLAN,15.0,41.0,40.0,VENUES
015-042-07,77,14039,balda_9h,BD,96.0,1,"CERVEZA 33CL MAHOU TOSTADA 0,0 SIN GLUTE",15.0,42.0,7.0,ASUNTOS CORPORATIVOS Y SOSTENIBILIDAD
015-042-08,29,11029,balda_9h,BD,96.0,1,CERVEZA 33CL 4 PACK DE 6 UDS. MAESTRA  M,15.0,42.0,8.0,MAHOU FUTBOL
015-042-30,5,12017,EU,EU,480.0,1,CERVEZA 33CL ESPECIAL SAN MIGUEL CJ CART,15.0,42.0,30.0,SAN MIGUEL
015-042-40,30,14012,EU,EU,432.0,1,"CERVEZA 33CL MAHOU TOSTADA 0,0 (2751)",15.0,42.0,40.0,EVENTOS COMERCIALES
015-043-09,96,11104,balda_9h,BD,48.0,1,CERVEZA 33CL MAHOU SIN FILTRAR (5282),15.0,43.0,9.0,VENUES
015-043-20,30,14039,EU,EU,96.0,1,"CERVEZA 33CL MAHOU TOSTADA 0,0 SIN GLUTE",15.0,43.0,20.0,EVENTOS COMERCIALES
015-043-30,96,16024,EU,EU,1.0,1,"BARRIL 20L MAHOU 0,0 TOSTADA",15.0,43.0,30.0,VENUES
015-043-40,4,18073,EU,EU,2.0,1,LATA 33CL AGUA CON GAS SOLAN PACK 24UD,15.0,43.0,40.0,SOLAN
015-044-00,3,124279,suelo_126,EU,22.0,1,CUBITERA ILUSTRADA MOD 2 ALFARERIA ALHAM,15.0,44.0,0.0,ALHAMBRA
015-044-07,30,18072,balda_9h,BD,24.0,1,AGUA C/GAS DE CRISTAL 33CL SOLANX24UD,15.0,44.0,7.0,EVENTOS COMERCIALES
015-044-08,77,13089,balda_9h,BD,24.0,1,"FOUNDERS CENTENNIAL IPA 35,5CL",15.0,44.0,8.0,ASUNTOS CORPORATIVOS Y SOSTENIBILIDAD
015-044-10,30,12083,EU,EU,300.0,1,CERVEZA 33CL ALHAMBRA RESERVA 1925 PACK,15.0,44.0,10.0,EVENTOS COMERCIALES
015-044-20,30,12083,EU,EU,1.0,1,CERVEZA 33CL ALHAMBRA RESERVA 1925 PACK,15.0,44.0,20.0,EVENTOS COMERCIALES
015-044-30,96,12085,EU,EU,936.0,1,CERVEZA ALHAMBRA MINI 22.5CL PACK 6UND X,15.0,44.0,30.0,VENUES
015-045-07,89,14047,balda_9h,BD,96.0,1,"CERVEZA MAHOU 0,0 TOSTADA CESTA PACK 6 3",15.0,45.0,7.0,BRAND MANAGEMENT MERCADO
015-045-09,96,11030,balda_9h,BD,48.0,1,CERVEZA 33CL MAHOU MAESTRA (2195),15.0,45.0,9.0,VENUES
