ubicacion,owner,article,tipologia,width,stock_pal_total,pallet_rows,denominacion,pasillo,columna,altura,denominacion_propietario
011-124-20,6,106040,EU,EU,191.0,1,SOMBRERO MARRON COWBOY,11.0,124.0,20.0,CRAFT
011-124-30,23,106348,EU,EU,2.0,1,GORRA ROJA Y BLANCA VIBRA MAHOU,11.0,124.0,30.0,MAHOU-MARKETING OCIO
011-124-40,96,22209,EU,EU,3.0,1,MESA ALTA CUADRADA MADERA MAHOU PKLM (ME,11.0,124.0,40.0,VENUES
011-125-00,96,99032,suelo_250,EU,1.0,1,TRASERA NEGRA RECTANGULAR PLANTAS,11.0,125.0,0.0,VENUES
011-125-10,95,161087,EU,EU,1.0,1,NEVERA EXPOSITORA BLANCA,11.0,125.0,10.0,INNOVACION
011-125-20,96,91281,EU,EU,1.0,1,MOSTRADOR ROJO M BLANCA MAHOU SAN MIGUEL,11.0,125.0,20.0,VENUES
011-125-40,23,22008,EU,EU,3.0,1,MESA MADERA/METAL 60x60 cm CUADRADA,11.0,125.0,40.0,MAHOU-MARKETING OCIO
011-126-10,89,133121,EU,EU,68.0,1,PULSERA ROJA MAHOU CERVEZAS,11.0,126.0,10.0,BRAND MANAGEMENT MERCADO
011-126-20,95,126128,EU,EU,49.0,1,POSAVASOS MARIA SANGRIA,11.0,126.0,20.0,INNOVACION
011-126-30,98,91266,EU,EU,1.0,1,MOSTRADOR ROJO CON BALDA MADERA (VINILAB,11.0,126.0,30.0,MAHOU CANAL
011-126-40,98,126123,EU,EU,186.0,1,KIT NETFLIX JUEGO DEL CALAMAR,11.0,126.0,40.0,MAHOU CANAL
011-127-00,34,181231,EU,EU,2.0,1,"FOAM REDONDO ROJO LOGO MAHOU ""FLECHA"" 17",11.0,127.0,0.0,NOMBRE
011-128-00,23,152200,EU,EU,1.0,1,ESPEJO CHAPA M MAHOU 2025,11.0,128.0,0.0,NOMBRE
011-128-00,23,51318,EU,EU,1.0,1,LUMINOSO JUEGO 3 EN RAYA PIEZAS MAHOU/HE,11.0,128.0,0.0,NOMBRE
012-001-00,23,204000,suelo_126,S,31.0,1,BASE SOMBRILLA GRIS,12.0,1.0,0.0,MAHOU-MARKETING OCIO
012-001-09,3,51008,balda_9h,BD,1.0,1,LUMINOSO RECTANGULAR ALHAMBRA CERVEZA HE,12.0,1.0,9.0,ALHAMBRA
012-001-10,3,143022,EU,EU,46.0,1,CAJA DECORACION BOTELLA VERDE ALHAMBRA,12.0,1.0,10.0,ALHAMBRA
012-001-20,3,31050,EU,EU,17.0,1,SILLA NEGRA ALHAMBRA,12.0,1.0,20.0,ALHAMBRA
012-001-30,3,32097,EU,EU,19.0,1,TABURETE BAJO BAMBU JARDIN ALHAMBRA,12.0,1.0,30.0,ALHAMBRA
012-001-40,4,133215,EU,EU,210.0,1,BOTELLA TERMICA AZUL SOLAN OPEN 2025 (BO,12.0,1.0,40.0,SOLAN
012-002-00,23,202044,suelo_300,EU,9.0,1,SOMBRILLA BEIGE ECO 1890 MAHOU EVENTOS,12.0,2.0,0.0,MAHOU-MARKETING OCIO
012-002-10,23,21212,EU,EU,5.0,1,MESA BAJA REDONDA ROJA MAHOU,12.0,2.0,10.0,MAHOU-MARKETING OCIO
012-002-20,3,51233,EU,EU,8.0,1,CAJA DE LUZ LOGO/CELOSIA ALHAMBRA JARD S,12.0,2.0,20.0,ALHAMBRA
012-002-30,3,51233,EU,EU,9.0,1,CAJA DE LUZ LOGO/CELOSIA ALHAMBRA JARD S,12.0,2.0,30.0,ALHAMBRA
012-003-00,23,204050,suelo_126,EU,9.0,1,"BASE SOMBRILLA GRIS ""NUEVA"" 1/3",12.0,3.0,0.0,MAHOU-MARKETING OCIO
012-003-09,23,42112,balda_9h,BD,10.0,1,COJIN CUADRADO ROJO LOGO MAHOU,12.0,3.0,9.0,MAHOU-MARKETING OCIO
012-003-30,3,206080,EU,EU,3.0,1,ESCALERA ESCENARIO JARDIN ALHAMBRA,12.0,3.0,30.0,ALHAMBRA
012-003-40,3,142044,EU,EU,1.0,1,CAJA PLANTA NATURAL/ARTIFICIAL SET 1 JAR,12.0,3.0,40.0,ALHAMBRA
012-004-00,3,202045,suelo_300,EU,20.0,1,SOMBRILLA GRIS LOGO ALHAMBRA BLANCO,12.0,4.0,0.0,ALHAMBRA
012-004-10,3,174118,EU,EU,2.0,1,TOTEM/BUZON DE CHAPA VARIOS COLORES (VIN,12.0,4.0,10.0,ALHAMBRA
012-004-30,3,32111,EU,EU,18.0,1,TABURETE MADERA A MEDIDA JARDIN ALHAMBRA,12.0,4.0,30.0,ALHAMBRA
012-005-00,23,204000,suelo_126,00,30.0,1,BASE SOMBRILLA GRIS,12.0,5.0,0.0,MAHOU-MARKETING OCIO
012-005-09,29,51085,balda_9h,BD,1.0,1,LUMINOSO LED  LOGO M  MAHOU PEQUENO,12.0,5.0,9.0,MAHOU FUTBOL
012-005-10,3,161045,EU,EU,2.0,1,LAVAVAJILLAS PEQUENO,12.0,5.0,10.0,ALHAMBRA
012-005-20,3,32119,EU,EU,8.0,1,TABURETE ALTO SANDSBERG JARDIN ALHAMBRA,12.0,5.0,20.0,ALHAMBRA
012-005-30,3,32128,EU,EU,12.0,1,TABURETE MADERA ALHAMBRA CELOSIA 2024 NU,12.0,5.0,30.0,ALHAMBRA
012-005-40,3,22202,EU,EU,10.0,1,MESA ALTA MADERA ALHAMBRA 2024 50X50 NUE,12.0,5.0,40.0,ALHAMBRA
012-006-10,3,91226,EU,EU,2.0,1,BARRA ESQUINERA CURVA AZULEJOS DE BARRO,12.0,6.0,10.0,ALHAMBRA
012-006-20,3,174095,EU,EU,4.0,1,TOTEM MODULO CILINDRICO JARDIN ALHAMBRA,12.0,6.0,20.0,ALHAMBRA
012-006-30,3,32111,EU,EU,4.0,1,TABURETE MADERA A MEDIDA JARDIN ALHAMBRA,12.0,6.0,30.0,ALHAMBRA
012-007-00,34,204050,suelo_126,EU,5.0,1,"BASE SOMBRILLA GRIS ""NUEVA"" 1/3",12.0,7.0,0.0,CUENTAS NACIONALES
012-007-09,5,51397,balda_9h,BD,2.0,1,LUMINOSO SEEKERS PLACE,12.0,7.0,9.0,SAN MIGUEL
012-007-10,3,91229,EU,EU,1.0,1,BARRA AZULEJOS BARRO CON BALDAS JARDIN A,12.0,7.0,10.0,ALHAMBRA
012-007-20,3,22201,EU,EU,2.0,1,MESA ALTA L75 ALHAMBRA,12.0,7.0,20.0,ALHAMBRA
012-007-30,3,91229,EU,EU,1.0,1,BARRA AZULEJOS BARRO CON BALDAS JARDIN A,12.0,7.0,30.0,ALHAMBRA
012-007-40,3,22202,EU,EU,6.0,1,MESA ALTA MADERA ALHAMBRA 2024 50X50 NUE,12.0,7.0,40.0,ALHAMBRA
012-008-10,3,22152,EU,EU,28.0,1,MESA PEGABLE VERDE JANTI JARDIN ALHAMBRA,12.0,8.0,10.0,ALHAMBRA
012-008-20,3,32101,EU,EU,16.0,1,TABURETE ALTO RATAN JARDIN ALHAMBRA,12.0,8.0,20.0,ALHAMBRA
012-008-30,5,91275,EU,EU,1.0,1,BARRA LUMINOSA CERVEZA SAN MIGUEL VERDE,12.0,8.0,30.0,SAN MIGUEL
012-009-00,14,204000,suelo_126,EU,7.0,1,BASE SOMBRILLA GRIS,12.0,9.0,0.0,FUNDACION MAHOU SAN MIGUEL
012-009-09,5,72120,balda_9h,BD,2.0,1,VASO PLASTICO SAN MIGUEL DAY VERDE Y BEI,12.0,9.0,9.0,SAN MIGUEL
012-009-10,3,91258,EU,EU,1.0,1,MOSTRADOR PMR AZULEJOS DE BARRO JARDIN A,12.0,9.0,10.0,ALHAMBRA
012-009-20,3,91183,EU,EU,2.0,1,BARRA ESQUINERA CURVA AZULEJOS JARDIN AL,12.0,9.0,20.0,ALHAMBRA
012-009-30,3,91271,EU,EU,1.0,1,BARRA AZULEJO VERDE CON RUEDAS,12.0,9.0,30.0,ALHAMBRA
012-010-00,86,202022,suelo_300,EU,4.0,1,SOMBRILLA BEIGE 1890 MAHOU (EVENTOS),12.0,10.0,0.0,GOLF
012-010-10,3,31187,EU,EU,6.0,1,SILLA VERDE MADERA MIMBRE,12.0,10.0,10.0,ALHAMBRA
012-010-20,3,51303,EU,EU,2.0,1,LUMINOSO CUADRADO PHOTOCALL JARDIN ALHAM,12.0,10.0,20.0,ALHAMBRA
012-010-30,96,22171,EU,EU,4.0,1,MESA ALTA MAHOU 2022 50X50 EVENTOS,12.0,10.0,30.0,VENUES
012-011-00,34,204000,suelo_126,EU,7.0,1,BASE SOMBRILLA GRIS,12.0,11.0,0.0,CUENTAS NACIONALES
012-011-09,34,51104,balda_9h,BD,1.0,1,LUMINOSO BOMBILLAS ROJO LOGO M MAHOU,12.0,11.0,9.0,CUENTAS NACIONALES
012-011-10,3,174096,EU,EU,1.0,1,MARCO DE ANUNCIO IMANTADO JARDIN ALHAMBR,12.0,11.0,10.0,ALHAMBRA
012-011-20,3,89117,EU,EU,1.0,1,FREGADERO/MINICOCINA SUNNERSTA,12.0,11.0,20.0,ALHAMBRA
012-011-30,62,91252,EU,EU,1.0,1,BARRA NEGRA CON MARCO DE MADERA S/LED,12.0,11.0,30.0,MAHOU JOVEN
012-012-00,24,202022,suelo_300,TR,1.0,1,SOMBRILLA BEIGE 1890 MAHOU (EVENTOS),12.0,12.0,0.0,MCC MADRID
012-012-10,3,203085,EU,EU,19.0,1,CATENARIA NEGRAN SIN LOGO JARDIN ALH,12.0,12.0,10.0,ALHAMBRA
012-012-20,3,142044,EU,EU,3.0,1,CAJA PLANTA NATURAL/ARTIFICIAL SET 1 JAR,12.0,12.0,20.0,ALHAMBRA
012-012-30,23,102725,EU,EU,91.0,1,CAMISETA BLANCA VIBRA MAHOU TALLA M PART,12.0,12.0,30.0,MAHOU-MARKETING OCIO
012-013-00,29,204081,suelo_126,EU,4.0,1,CONTRAPESO NEGRO PIEDRA  BASE SOMBRILLA,12.0,13.0,0.0,MAHOU FUTBOL
012-013-09,96,87002,balda_9h,BD,6.0,1,CUBO DESAGUE,12.0,13.0,9.0,VENUES
012-013-10,3,69001,EU,EU,13.0,1,BARCA LAVADO TRANSPORTE COPA SUCIA,12.0,13.0,10.0,ALHAMBRA
012-013-30,5,174157,EU,EU,2.0,1,TOTEM LUMINOSO TV SAN MIGUEL,12.0,13.0,30.0,SAN MIGUEL
012-013-40,3,91271,EU,EU,1.0,1,BARRA AZULEJO VERDE CON RUEDAS,12.0,13.0,40.0,ALHAMBRA
012-014-10,3,32097,EU,EU,30.0,1,TABURETE BAJO BAMBU JARDIN ALHAMBRA,12.0,14.0,10.0,ALHAMBRA
012-014-20,3,22133,EU,EU,4.0,1,MESA BAJA VERDE JARDIN ALHAMBRA,12.0,14.0,20.0,ALHAMBRA
012-014-30,4,34056,EU,EU,1.0,1,SOFA 3 PLAZAS AZUL OSCURO,12.0,14.0,30.0,SOLAN
012-015-00,23,206113,suelo_126,EU,4.0,1,PLACA BASE PARA SISTEMA DE TRUSS DE 4 PU,12.0,15.0,0.0,MAHOU-MARKETING OCIO
012-015-09,76,51383,balda_9h,BD,1.0,1,LUMINOSO LETRAS DAY BLANCO MEDIANO,12.0,15.0,9.0,UNIDAD INTERNACIONAL MARKETING
012-015-10,3,87056,EU,EU,4.0,1,CONTENEDOR DE BASURA NEGRO CON PEDAL 120,12.0,15.0,10.0,ALHAMBRA
012-015-20,3,143025,EU,EU,67.0,1,CAJA  DECORACION VACIA ALHAMBRA,12.0,15.0,20.0,ALHAMBRA
012-015-30,3,69001,EU,EU,14.0,1,BARCA LAVADO TRANSPORTE COPA SUCIA,12.0,15.0,30.0,ALHAMBRA
012-015-40,3,32128,EU,EU,12.0,1,TABURETE MADERA ALHAMBRA CELOSIA 2024 NU,12.0,15.0,40.0,ALHAMBRA
012-016-10,34,91234,EU,EU,1.0,1,BARRA ROJA MAHOU 2024 CON LED ENCIMERA M,12.0,16.0,10.0,CUENTAS NACIONALES
012-016-20,3,91216,EU,EU,1.0,1,BARRA BLANCA ALHAMBRA C/LOGO,12.0,16.0,20.0,ALHAMBRA
012-017-00,86,204000,suelo_126,EU,4.0,1,BASE SOMBRILLA GRIS,12.0,17.0,0.0,GOLF
012-017-09,4,172213,balda_9h,BD,1.0,1,EXPOSITOR METACRILATO SOLAN LUMINOSO CON,12.0,17.0,9.0,SOLAN
012-017-10,3,91248,EU,EU,1.0,1,MOSTRADOR AZULEJO VERDE PMR,12.0,17.0,10.0,ALHAMBRA
012-017-20,3,91235,EU,EU,1.0,1,BARRA AZULEJO VERDE ALHAMBRA,12.0,17.0,20.0,ALHAMBRA
012-017-30,3,91288,EU,EU,1.0,1,BARRA AZULEJO VERDE ESQUINERA RECTA JARD,12.0,17.0,30.0,ALHAMBRA
012-017-40,34,22168,EU,EU,3.0,1,MESA ALTA SAN MIGUEL 2022 50X50 EVENTOS,12.0,17.0,40.0,CUENTAS NACIONALES
012-018-10,3,32106,EU,EU,29.0,1,TABURETE BLANCO TAPA MADERA JARDIN ALH,12.0,18.0,10.0,ALHAMBRA
012-018-20,4,21211,EU,EU,3.0,1,CONJUNTO MESA REDONDA NIDO,12.0,18.0,20.0,SOLAN
012-018-30,34,174081,EU,EU,2.0,1,"TOTEM LUMINOSO CUBO 0,0 MAGNA 80X80",12.0,18.0,30.0,CUENTAS NACIONALES
012-019-09,4,172217,balda_9h,BD,2.0,1,EXPOSITOR 3 BOTELLAS PODIUM SOLAN ROSA E,12.0,19.0,9.0,SOLAN
012-019-10,3,22194,EU,EU,8.0,1,MESA ALTA METALICA NEGRA JARDIN ALHAMBRA,12.0,19.0,10.0,ALHAMBRA
012-019-20,3,51363,EU,EU,14.0,1,MINI LAMPARA DE BARRO JARDIN ALHAMBRA,12.0,19.0,20.0,ALHAMBRA
012-019-30,23,22219,EU,EU,8.0,1,MESA SISOR PLEGABLE MAHOU 60X60 ALUMINIO,12.0,19.0,30.0,MAHOU-MARKETING OCIO
012-019-40,95,113089,EU,EU,180.0,1,TOALLA PLAYA LOS CACHIS MARIANO TINTO DE,12.0,19.0,40.0,INNOVACION
012-020-08,62,51378,balda_9h,BD,1.0,1,LUMINOSO PEQUENO MAHOU 5 ESTRELLAS 2025,12.0,20.0,8.0,MAHOU JOVEN
012-020-09,29,87002,balda_9h,BD,3.0,1,CUBO DESAGUE,12.0,20.0,9.0,MAHOU FUTBOL
012-020-10,3,32088,EU,EU,14.0,1,TABURETE MADERA METALICO CERVEZAS  ALHAM,12.0,20.0,10.0,ALHAMBRA
012-020-20,3,91195,EU,EU,1.0,1,BARRA MADERA ALHAMBRA 2023 150CM L.,12.0,20.0,20.0,ALHAMBRA
012-020-30,4,35028,EU,EU,40.0,1,ASIENTO PLEGABLE PLAYA SOLAN DE CABRAS,12.0,20.0,30.0,SOLAN
012-020-40,3,32101,EU,EU,16.0,1,TABURETE ALTO RATAN JARDIN ALHAMBRA,12.0,20.0,40.0,ALHAMBRA
012-021-09,79,124274,balda_9h,BD,3.0,1,CAJA/ESTUCHE REGALO SAN MIGUEL VERDE BAR,12.0,21.0,9.0,SAN MIGUEL CORPORATIVO
012-021-10,3,51304,EU,EU,2.0,1,LUMINOSO RECTANGULAR 1.28X 0.35 BARRA U,12.0,21.0,10.0,ALHAMBRA
012-021-20,3,31188,EU,EU,3.0,1,SILLA MADERA CLARA ESTILO SUECA,12.0,21.0,20.0,ALHAMBRA
012-021-30,23,54050,EU,EU,1.0,1,LAMPARA CON TUBOS FLUORESCENTES (TRUSS),12.0,21.0,30.0,MAHOU-MARKETING OCIO
012-022-08,3,124284,balda_9h,BD,45.0,1,"PACK CILINDRO ALHAMBRA ""CIEN ANOS ALHAMB",12.0,22.0,8.0,ALHAMBRA
012-022-09,3,172223,balda_9h,BD,1.0,1,EXPOSITOR METACRILATO CILINDRICO PEQUENO,12.0,22.0,9.0,ALHAMBRA
012-022-10,3,21204,EU,EU,5.0,1,MESA IKEA BAJA C/BANDEJA NEGRA ALHAMBRA,12.0,22.0,10.0,ALHAMBRA
012-022-20,3,91271,EU,EU,1.0,1,BARRA AZULEJO VERDE CON RUEDAS,12.0,22.0,20.0,ALHAMBRA
012-022-30,3,203085,EU,EU,18.0,1,CATENARIA NEGRAN SIN LOGO JARDIN ALH,12.0,22.0,30.0,ALHAMBRA
012-022-40,3,32101,EU,EU,16.0,1,TABURETE ALTO RATAN JARDIN ALHAMBRA,12.0,22.0,40.0,ALHAMBRA
012-023-00,4,204000,suelo_126,S,25.0,1,BASE SOMBRILLA GRIS,12.0,23.0,0.0,SOLAN
012-023-09,5,51294,balda_9h,BD,1.0,1,LUMINOSO VERDE SAN MIGUEL CUADRADO,12.0,23.0,9.0,SAN MIGUEL
012-023-20,3,41033,EU,EU,1.0,1,ESTANTERIA 170X30X211 5BALDAS  TRIPLE,12.0,23.0,20.0,ALHAMBRA
012-023-30,23,22008,EU,EU,3.0,1,MESA MADERA/METAL 60x60 cm CUADRADA,12.0,23.0,30.0,MAHOU-MARKETING OCIO
012-023-40,95,113089,EU,EU,180.0,1,TOALLA PLAYA LOS CACHIS MARIANO TINTO DE,12.0,23.0,40.0,INNOVACION
012-024-08,3,161153,balda_9h,BD,1.0,1,PLANCHA PROFESIONAL JARDIN ALHAMBRA,12.0,24.0,8.0,ALHAMBRA
012-024-09,96,51355,balda_9h,BD,1.0,1,LUMINOSO LED ROJO C/PEANA M MAHOU LOGO 2,12.0,24.0,9.0,VENUES
012-024-10,3,91231,EU,EU,2.0,1,MOSTRADOR ABIERTO CON RUEDAS JARDIN ALHA,12.0,24.0,10.0,ALHAMBRA
012-024-20,5,51180,EU,EU,4.0,1,CUBO VERDE LUMINOSO SAN MIGUEL 50X50,12.0,24.0,20.0,SAN MIGUEL
012-024-30,3,142044,EU,EU,4.0,1,CAJA PLANTA NATURAL/ARTIFICIAL SET 1 JAR,12.0,24.0,30.0,ALHAMBRA
012-024-40,3,32101,EU,EU,4.0,1,TABURETE ALTO RATAN JARDIN ALHAMBRA,12.0,24.0,40.0,ALHAMBRA
012-025-09,34,51122,balda_9h,BD,1.0,1,LUMINOSO VERDE CUBO SAN MIGUEL 40X40,12.0,25.0,9.0,CUENTAS NACIONALES
012-025-10,3,161122,EU,EU,2.0,1,VENTILADOR PIE NEGRO JARDIN ALHAMBRA,12.0,25.0,10.0,ALHAMBRA
012-025-20,3,91088,EU,EU,1.0,1,BARRA PIEDRA BLANCA CERVEZAS  ALHAMBRA,12.0,25.0,20.0,ALHAMBRA
012-025-30,3,91195,EU,EU,1.0,1,BARRA MADERA ALHAMBRA 2023 150CM L.,12.0,25.0,30.0,ALHAMBRA
012-025-40,82,84043,EU,EU,107.0,1,CUBITERA PEQUENA NEGRA BRUTUS,12.0,25.0,40.0,BRUTUS DESARROLLO COMERCIAL
012-026-08,6,51234,balda_9h,BD,9.0,1,LUMINOSO CUADRADO NOMADA BREWING,12.0,26.0,8.0,CRAFT
012-026-09,5,51391,balda_9h,BD,1.0,1,LUMINOSO SAN MIGUEL METACRILATO (SIN ENC,12.0,26.0,9.0,SAN MIGUEL
012-026-10,3,174060,EU,EU,2.0,1,TOTEM BLANCO Y BARRO ALHAMBRA 60X30X160,12.0,26.0,10.0,ALHAMBRA
012-026-20,3,161018,EU,EU,8.0,1,VENTILADOR REDONDO NEGRO 54 ALTO REF: TX,12.0,26.0,20.0,ALHAMBRA
012-026-30,4,35028,EU,EU,40.0,1,ASIENTO PLEGABLE PLAYA SOLAN DE CABRAS,12.0,26.0,30.0,SOLAN
012-026-40,3,22201,EU,EU,2.0,1,MESA ALTA L75 ALHAMBRA,12.0,26.0,40.0,ALHAMBRA
012-027-00,4,204000,suelo_126,EU,16.0,1,BASE SOMBRILLA GRIS,12.0,27.0,0.0,SOLAN
012-027-09,79,124275,balda_9h,BD,3.0,1,CAJA/ESTUCHE REGALO SAN MIGUEL VERDE MAL,12.0,27.0,9.0,SAN MIGUEL CORPORATIVO
012-027-10,3,44107,EU,EU,1.0,1,PULPITO/ATRIL MADERA ALHAMBRA,12.0,27.0,10.0,ALHAMBRA
012-027-20,3,54140,EU,EU,20.0,1,LAMPARA BLANCA DE MESA TACTIL,12.0,27.0,20.0,ALHAMBRA
012-027-30,95,113089,EU,EU,140.0,1,TOALLA PLAYA LOS CACHIS MARIANO TINTO DE,12.0,27.0,30.0,INNOVACION
012-028-08,3,107085,balda_9h,BD,9.0,1,SUDADERA NEGRA T-M LOGO ALHAMBRA MANGA,12.0,28.0,8.0,ALHAMBRA
012-028-09,90,51398,balda_9h,BD,1.0,1,LUMINOSO SAN MIGUEL HERETICS,12.0,28.0,9.0,HUB CONTENIDO & ACTIVACION
012-028-10,3,146112,EU,EU,660.0,1,BOTELLA DECORACION VACIA CON CHAPA ALHAM,12.0,28.0,10.0,ALHAMBRA
012-028-20,3,42090,EU,EU,54.0,1,COJIN CUADRADO SIN FUNDA,12.0,28.0,20.0,ALHAMBRA
012-028-30,3,142044,EU,EU,2.0,1,CAJA PLANTA NATURAL/ARTIFICIAL SET 1 JAR,12.0,28.0,30.0,ALHAMBRA
012-028-40,3,22201,EU,EU,2.0,1,MESA ALTA L75 ALHAMBRA,12.0,28.0,40.0,ALHAMBRA
012-029-00,96,204000,suelo_126,EU,9.0,1,BASE SOMBRILLA GRIS,12.0,29.0,0.0,VENUES
012-029-09,30,126100,balda_9h,BD,5.0,1,POSAVASO MARRON GAMA 1890 MAHOU,12.0,29.0,9.0,EVENTOS COMERCIALES
012-029-10,3,32042,EU,EU,5.0,1,TABURETE NEGRO CON RESPALDO,12.0,29.0,10.0,ALHAMBRA
012-029-20,3,91272,EU,EU,2.0,1,BARRA ESQUINERA CURVA AZULEJOS C/ RUEDA,12.0,29.0,20.0,ALHAMBRA
012-029-30,3,146111,EU,EU,3.0,1,BARRIL VERDE ALHAMBRA 100 ANOS SIN PRISA,12.0,29.0,30.0,ALHAMBRA
012-029-40,12,21022,EU,EU,2.0,1,MESA ALTA CUADRADA TAPA MADERA COLOR CAO,12.0,29.0,40.0,ESPACIOS CERVECERAS
012-030-08,3,51034,balda_9h,BD,1.0,1,LUMINOSO #JARDINCERVEZASALHAMBRA,12.0,30.0,8.0,ALHAMBRA
012-030-09,4,51183,balda_9h,BD,2.0,1,LUMINOSO TRASERA JARDIN VERTICAL SOLAN,12.0,30.0,9.0,SOLAN
012-030-10,3,173032,EU,EU,5.0,1,CRUCETA SENAL DE METAL,12.0,30.0,10.0,ALHAMBRA
012-030-20,3,91149,EU,EU,1.0,1,MOSTRADOR CON RUEDAS JARDIN ALHAMBRA,12.0,30.0,20.0,ALHAMBRA
012-030-30,4,35028,EU,EU,40.0,1,ASIENTO PLEGABLE PLAYA SOLAN DE CABRAS,12.0,30.0,30.0,SOLAN
012-031-00,3,204002,suelo_126,EU,10.0,1,BASE SOMBRILLA MARRON EVENTOS,12.0,31.0,0.0,ALHAMBRA
012-031-09,23,51012,balda_9h,BD,1.0,1,LUMINOSO  5 ESTRELLAS MADCOOL,12.0,31.0,9.0,MAHOU-MARKETING OCIO
012-031-10,4,83116,EU,EU,17.0,1,EXPOSITOR FRUTAS/CONDIMENTOS SOLAN GAS,12.0,31.0,10.0,SOLAN
012-031-20,5,202073,EU,EU,59.0,1,SOMBRILLA DE PLAYA SAN MIGUEL VERDE CON,12.0,31.0,20.0,SAN MIGUEL
012-031-30,3,91195,EU,EU,1.0,1,BARRA MADERA ALHAMBRA 2023 150CM L.,12.0,31.0,30.0,ALHAMBRA
012-031-40,3,32128,EU,EU,3.0,1,TABURETE MADERA ALHAMBRA CELOSIA 2024 NU,12.0,31.0,40.0,ALHAMBRA
012-032-00,34,92150,suelo_126,S,1.0,1,BARRA ROJA MAHOU 2024 CON LED ENCIMERA M,12.0,32.0,0.0,CUENTAS NACIONALES
012-032-08,30,86186,balda_9h,BD,16.0,1,SERVILLETERO VERDE DE MADERA ALHAMBRA HE,12.0,32.0,8.0,EVENTOS COMERCIALES
012-032-09,76,51384,balda_9h,BD,1.0,1,LUMINOSO LETRAS DAY BLANCO GRANDE,12.0,32.0,9.0,UNIDAD INTERNACIONAL MARKETING
012-032-10,29,91273,EU,EU,1.0,1,BARRA ROJA MAHOU 2025 120CM LARGO,12.0,32.0,10.0,MAHOU FUTBOL
012-032-20,4,35028,EU,EU,40.0,1,ASIENTO PLEGABLE PLAYA SOLAN DE CABRAS,12.0,32.0,20.0,SOLAN
012-032-30,3,142044,EU,EU,2.0,1,CAJA PLANTA NATURAL/ARTIFICIAL SET 1 JAR,12.0,32.0,30.0,ALHAMBRA
012-033-00,5,204000,suelo_126,S,1.0,1,BASE SOMBRILLA GRIS,12.0,33.0,0.0,SAN MIGUEL
012-033-09,79,124276,balda_9h,BD,5.0,1,CAJA/ESTUCHE REGALO SAN MIGUEL VERDE CAN,12.0,33.0,9.0,SAN MIGUEL CORPORATIVO
012-033-20,3,91187,EU,EU,1.0,1,BARRA AZULEJO CON BALDA JARDIN ALHAMBRA,12.0,33.0,20.0,ALHAMBRA
012-033-40,4,83116,EU,EU,52.0,1,EXPOSITOR FRUTAS/CONDIMENTOS SOLAN GAS,12.0,33.0,40.0,SOLAN
012-034-00,34,92150,suelo_126,S,1.0,1,BARRA ROJA MAHOU 2024 CON LED ENCIMERA M,12.0,34.0,0.0,CUENTAS NACIONALES
012-034-08,62,51367,balda_9h,BD,1.0,1,LUMINOSO PEQUENO PEANAS MAHOU NUEVO LOGO,12.0,34.0,8.0,MAHOU JOVEN
012-034-09,4,51322,balda_9h,BD,2.0,1,LUMINOSO SOLAN LOGO PARA TRASERA,12.0,34.0,9.0,SOLAN
012-034-10,3,113082,EU,EU,4.0,1,CORTINAS IGNIFUGAS CIRCO DEL SOL,12.0,34.0,10.0,ALHAMBRA
012-034-20,24,22177,EU,EU,2.0,1,MESA CUADRADA GRIS MAHOU PATA TRIPODE,12.0,34.0,20.0,MCC MADRID
012-034-30,4,35028,EU,EU,40.0,1,ASIENTO PLEGABLE PLAYA SOLAN DE CABRAS,12.0,34.0,30.0,SOLAN
012-034-40,24,22177,EU,EU,4.0,1,MESA CUADRADA GRIS MAHOU PATA TRIPODE,12.0,34.0,40.0,MCC MADRID
012-035-00,96,204000,suelo_126,S,32.0,1,BASE SOMBRILLA GRIS,12.0,35.0,0.0,VENUES
012-035-09,30,51138,balda_9h,BD,5.0,1,LUMINOSO CUBO BLANCO SAN MIGUEL,12.0,35.0,9.0,EVENTOS COMERCIALES
012-035-10,23,51371,EU,EU,4.0,1,LUMINOSO REJILLA VIBRA MAHOU 80X60X25CM,12.0,35.0,10.0,MAHOU-MARKETING OCIO
012-035-20,96,91283,EU,EU,1.0,1,BARRA NEGRA LUMINOSA CON RUEDAS VINILABL,12.0,35.0,20.0,VENUES
012-035-30,3,146111,EU,EU,2.0,1,BARRIL VERDE ALHAMBRA 100 ANOS SIN PRISA,12.0,35.0,30.0,ALHAMBRA
012-036-10,95,134041,EU,EU,775.0,1,TIRAS DE BANDERIN LOS CACHIS (CAJA 100 P,12.0,36.0,10.0,INNOVACION
012-036-20,3,91271,EU,EU,1.0,1,BARRA AZULEJO VERDE CON RUEDAS,12.0,36.0,20.0,ALHAMBRA
012-036-30,3,91195,EU,EU,1.0,1,BARRA MADERA ALHAMBRA 2023 150CM L.,12.0,36.0,30.0,ALHAMBRA
012-036-40,23,33013,EU,EU,4.0,1,ASIENTO ROJO CAJA COJIN VIBRA 6 CAJAS,12.0,36.0,40.0,MAHOU-MARKETING OCIO
012-037-00,96,204000,suelo_126,EU,23.0,1,BASE SOMBRILLA GRIS,12.0,37.0,0.0,VENUES
012-037-09,3,91261,balda_9h,BD,1.0,1,MOSTRADOR DE ENTRADA PMR JARDIN ALHAMBRA,12.0,37.0,9.0,ALHAMBRA
