article,transaction_frequency,support,row_frequency,total_quantity,mean_quantity_per_tx,excluded_from_rules_flag
086038,1,4.693513564254201e-05,1,16000,16000.0,False
147000,1,4.693513564254201e-05,1,3,3.0,False
147,1,4.693513564254201e-05,1,4,4.0,False
146092,1,4.693513564254201e-05,1,26,26.0,False
146078,1,4.693513564254201e-05,1,257,257.0,False
146077,1,4.693513564254201e-05,1,3,3.0,False
146067,1,4.693513564254201e-05,1,4,4.0,False
031001,1,4.693513564254201e-05,1,3,3.0,False
031000,1,4.693513564254201e-05,1,8,8.0,False
029006,1,4.693513564254201e-05,1,5,5.0,False
029005,1,4.693513564254201e-05,1,1,1.0,False
025004,1,4.693513564254201e-05,1,3,3.0,False
147044,1,4.693513564254201e-05,1,1,1.0,False
147033,1,4.693513564254201e-05,1,2,2.0,False
147028,1,4.693513564254201e-05,1,5,5.0,False
147018,1,4.693513564254201e-05,1,2,2.0,False
147015,1,4.693513564254201e-05,1,3,3.0,False
147010,1,4.693513564254201e-05,1,1,1.0,False
147008,1,4.693513564254201e-05,1,6,6.0,False
147004,1,4.693513564254201e-05,1,6,6.0,False
086064,1,4.693513564254201e-05,1,9,9.0,False
086060,1,4.693513564254201e-05,1,2,2.0,False
086059,1,4.693513564254201e-05,1,12,12.0,False
086056,1,4.693513564254201e-05,1,5,5.0,False
086055,1,4.693513564254201e-05,1,6,6.0,False
086052,1,4.693513564254201e-05,1,561,561.0,False
086047,1,4.693513564254201e-05,1,500,500.0,False
086046,1,4.693513564254201e-05,1,3000,3000.0,False
148059,1,4.693513564254201e-05,1,2,2.0,False
148056,1,4.693513564254201e-05,1,1,1.0,False
148055,1,4.693513564254201e-05,1,1,1.0,False
148049,1,4.693513564254201e-05,1,1,1.0,False
148039,1,4.693513564254201e-05,1,1,1.0,False
148031,1,4.693513564254201e-05,1,1,1.0,False
148027,1,4.693513564254201e-05,1,1,1.0,False
148024,1,4.693513564254201e-05,1,1,1.0,False
148023,1,4.693513564254201e-05,1,1,1.0,False
148020,1,4.693513564254201e-05,1,19,19.0,False
148011,1,4.693513564254201e-05,1,4,4.0,False
148010,1,4.693513564254201e-05,1,3,3.0,False
148005,1,4.693513564254201e-05,1,1,1.0,False
148004,1,4.693513564254201e-05,1,1,1.0,False
148003,1,4.693513564254201e-05,1,1,1.0,False
147045,1,4.693513564254201e-05,1,1,1.0,False
103145,1,4.693513564254201e-05,1,1,1.0,False
103144,1,4.693513564254201e-05,1,10,10.0,False
103143,1,4.693513564254201e-05,1,13,13.0,False
103142,1,4.693513564254201e-05,1,2,2.0,False
103138,1,4.693513564254201e-05,1,3,3.0,False
103137,1,4.693513564254201e-05,1,13,13.0,False
149022,1,4.693513564254201e-05,1,2745,2745.0,False
149005,1,4.693513564254201e-05,1,1,1.0,False
149004,1,4.693513564254201e-05,1,4,4.0,False
149003,1,4.693513564254201e-05,1,3,3.0,False
149002,1,4.693513564254201e-05,1,3,3.0,False
148076,1,4.693513564254201e-05,1,1,1.0,False
148070,1,4.693513564254201e-05,1,1,1.0,False
148067,1,4.693513564254201e-05,1,1,1.0,False
148065,1,4.693513564254201e-05,1,1,1.0,False
148063,1,4.693513564254201e-05,1,1,1.0,False
151003,1,4.693513564254201e-05,1,1,1.0,False
151002,1,4.693513564254201e-05,1,1,1.0,False
151001,1,4.693513564254201e-05,1,1,1.0,False
151000,1,4.693513564254201e-05,1,1,1.0,False
15003,1,4.693513564254201e-05,1,96,96.0,False
149050,1,4.693513564254201e-05,1,4,4.0,False
149039,1,4.693513564254201e-05,1,1,1.0,False
149023,1,4.693513564254201e-05,1,1,1.0,False
103167,1,4.693513564254201e-05,1,4,4.0,False
103166,1,4.693513564254201e-05,1,8,8.0,False
103165,1,4.693513564254201e-05,1,5,5.0,False
103164,1,4.693513564254201e-05,1,24,24.0,False
