owner,article,transaction_frequency,total_quantity
200,LPAZ298,1,380.0
200,LPAZ245,1,375.0
200,LPAZ246,1,375.0
200,LPAZ247,1,375.0
200,LPAZ248,1,375.0
200,LPAZ249,1,375.0
200,LPAZ250,1,375.0
200,LPAZ251,1,375.0
200,LPAZ182,1,360.0
200,LPAZ183,1,360.0
200,LPAZ194,1,360.0
200,LPAZ350,1,360.0
200,LPAZ351,1,360.0
200,LPAZ352,1,360.0
200,LPAZ112,1,330.0
200,LPAZ269,1,325.0
200,IPAZ16C,1,320.0
200,PAZP224,1,320.0
200,PAZP225,1,320.0
200,TPA1920,1,320.0
200,TPA1921,1,320.0
200,LPAZ137,1,311.0
200,LPAZ070,1,300.0
200,LPAZ090,1,300.0
200,LPAZ141,1,300.0
200,LPAZ149,1,300.0
200,LPAZ150,1,300.0
200,LPAZ151,1,300.0
200,LPAZ152,1,300.0
200,LPAZ154,1,300.0
200,LPAZ167,1,300.0
200,LPAZ175,1,300.0
200,LPAZ202,1,300.0
200,LPAZ263,1,300.0
200,LPAZ268,1,300.0
200,LPAZ153,1,286.0
200,PAZP218,1,285.0
200,LPAZ071,1,280.0
200,LPAZ019,1,255.0
200,LPAZ291,1,240.0
200,LPAZ369,1,225.0
200,LPAZ277,1,218.0
200,LPAZ146,1,210.0
200,LPAZ299,1,210.0
200,LPAZ174,1,200.0
200,LPAZ203,1,200.0
200,LPAZ204,1,200.0
200,LPAZ205,1,200.0
200,LPAZ206,1,200.0
200,LPAZ207,1,200.0
200,LPAZ208,1,200.0
200,LPAZ279,1,200.0
200,LPAZ300,1,200.0
200,LPAZ139,1,198.0
200,LPAZ004,1,192.0
200,LPAZ005,1,192.0
200,LPAZ140,1,192.0
200,LPAZ144,1,192.0
200,LPAZ145,1,192.0
200,TPA1919,1,186.0
200,LPAZ147,1,180.0
200,LPAZ006,1,176.0
200,LPAZ142,1,173.0
200,HPAZP5,1,172.0
200,HPAZP6,1,172.0
200,LPAZ138,1,168.0
200,LPAZ143,1,168.0
200,LPAZ200,1,168.0
200,LPAZ211,1,162.0
200,TPA1879,1,162.0
200,TPA1880,1,162.0
200,TPA1881,1,162.0
200,TPA1882,1,162.0
200,LPAZ075,1,160.0
200,LPAZ081,1,160.0
200,LPAZ284,1,150.0
200,LPAZ368,1,150.0
200,LPAZ235,1,144.0
200,HPAZP12,1,142.0
200,LPAZ287,1,134.0
200,TPA1883,1,132.0
200,LPAZ373,1,125.0
200,LPAZ051,1,120.0
200,LPAZ082,1,120.0
200,HPAZP13,1,112.0
200,LPAZ181,1,110.0
200,LPAZ213,1,110.0
200,LPAZ335,1,110.0
200,LPAZ336,1,110.0
200,LPAZ238,1,108.0
200,LPAZ239,1,108.0
200,LPAZ316,1,108.0
200,TPA1850,1,108.0
200,TPA1851,1,108.0
200,TPA1852,1,108.0
200,TPA1853,1,108.0
200,TPA1854,1,108.0
200,TPA1855,1,108.0
200,TPA1856,1,108.0
200,TPA1857,1,108.0
200,TPA1858,1,108.0
200,TPA1859,1,108.0
200,TPA1860,1,108.0
200,TPA1861,1,108.0
200,TPA1862,1,108.0
200,TPA1863,1,108.0
200,TPA1864,1,108.0
200,TPA1865,1,108.0
200,TPA1866,1,108.0
200,TPA1867,1,108.0
200,TPA1868,1,108.0
200,TPA1869,1,108.0
200,TPA1870,1,108.0
200,TPA1871,1,108.0
200,TPA1872,1,108.0
200,TPA1873,1,108.0
200,TPA1874,1,108.0
200,TPA1875,1,108.0
200,TPA1876,1,108.0
200,TPA1877,1,108.0
200,TPA1878,1,108.0
200,LPAZ210,1,105.0
200,LPAZ241,1,105.0
200,LPAZ128,1,101.0
200,LPAZ214,1,101.0
200,LPAZ010,1,100.0
200,LPAZ040,1,100.0
200,LPAZ041,1,100.0
200,LPAZ042,1,100.0
200,LPAZ043,1,100.0
200,LPAZ272,1,100.0
200,LPAZ470,1,100.0
200,LPAZ011,1,99.0
200,LPAZ127,1,99.0
200,LPAZ212,1,99.0
200,LPAZ318,1,92.0
200,LPAZ383,1,92.0
200,LPAZ126,1,87.0
200,LPAZ124,1,85.0
200,LPAZ179,1,85.0
200,TPA1940,1,84.0
200,TPA1941,1,84.0
200,TPA1942,1,84.0
200,TPA1943,1,84.0
200,TPA1944,1,84.0
200,TPA1945,1,84.0
200,HPAZP11,1,80.0
200,LPAZ123,1,80.0
200,LPAZ176,1,80.0
200,LPAZ177,1,80.0
200,LPAZ178,1,80.0
200,LPAZ125,1,77.0
200,LPAZ180,1,77.0
200,IPAZ16A,1,75.0
200,LPAZ068,1,72.0
200,LPAZ242,1,72.0
200,TPA1946,1,72.0
200,TPA1947,1,72.0
200,TPA1948,1,72.0
200,TPA1950,1,72.0
200,TPA1951,1,72.0
200,TPA1952,1,72.0
200,TPA1954,1,72.0
200,TPA1955,1,72.0
200,TPA1956,1,72.0
200,TPA1187,1,70.0
200,TPA1232,1,70.0
200,TPA1368,1,70.0
200,TPA1320,1,62.0
200,LPAZ069,1,60.0
200,LPAZ091,1,60.0
200,LPAZ092,1,60.0
200,LPAZ093,1,60.0
200,LPAZ094,1,60.0
200,LPAZ095,1,60.0
200,LPAZ096,1,60.0
200,LPAZ097,1,60.0
200,TPA1044,1,60.0
200,TPA1045,1,60.0
200,TPA1046,1,60.0
200,TPA1047,1,60.0
200,TPA1083,1,60.0
200,TPA1084,1,60.0
200,TPA1085,1,60.0
200,TPA1184,1,60.0
200,TPA1185,1,60.0
200,TPA1186,1,60.0
200,TPA1229,1,60.0
200,TPA1230,1,60.0
200,TPA1231,1,60.0
200,TPA1316,1,60.0
200,TPA1317,1,60.0
200,TPA1318,1,60.0
200,TPA1319,1,60.0
200,TPA1399,1,60.0
200,TPA1400,1,60.0
200,TPA1401,1,60.0
200,TPA1402,1,60.0
200,TPA1403,1,60.0
200,TPA1404,1,60.0
200,TPA1407,1,60.0
200,TPA1408,1,60.0
200,TPA1412,1,60.0
200,TPA1413,1,60.0
200,TPA1414,1,60.0
200,TPA1415,1,60.0
200,TPA1416,1,60.0
200,TPA1417,1,60.0
200,TPA1418,1,60.0
200,TPA1419,1,60.0
200,TPA1420,1,60.0
200,TPA1421,1,60.0
200,TPA1423,1,60.0
200,TPA1424,1,60.0
200,TPA1425,1,60.0
200,TPA1426,1,60.0
200,TPA1427,1,60.0
200,TPA1428,1,60.0
200,TPA1429,1,60.0
200,TPA1430,1,60.0
200,TPA1431,1,60.0
200,TPA1432,1,60.0
200,TPA1433,1,60.0
200,TPA1434,1,60.0
200,TPA1435,1,60.0
200,TPA1436,1,60.0
200,TPA1437,1,60.0
200,TPA1438,1,60.0
200,TPA1440,1,60.0
200,TPA1443,1,60.0
200,TPA1444,1,60.0
200,TPA1445,1,60.0
200,TPA1446,1,60.0
200,TPA1447,1,60.0
200,TPA1449,1,60.0
200,TPA1450,1,60.0
200,TPA1451,1,60.0
200,TPA1452,1,60.0
200,TPA1453,1,60.0
200,TPA1454,1,60.0
200,TPA1455,1,60.0
200,TPA1456,1,60.0
200,TPA1457,1,60.0
200,TPA1458,1,60.0
200,TPA1459,1,60.0
200,TPA1460,1,60.0
200,TPA1461,1,60.0
200,TPA1462,1,60.0
200,TPA1463,1,60.0
200,TPA1464,1,60.0
200,TPA1465,1,60.0
200,TPA1466,1,60.0
200,TPA1467,1,60.0
200,TPA1468,1,60.0
200,TPA1469,1,60.0
200,TPA1470,1,60.0
200,TPA1471,1,60.0
200,TPA1472,1,60.0
200,TPA1473,1,60.0
200,TPA1474,1,60.0
200,TPA1476,1,60.0
200,TPA1477,1,60.0
200,TPA1478,1,60.0
200,TPA1479,1,60.0
200,TPA1480,1,60.0
200,TPA1481,1,60.0
200,TPA1482,1,60.0
200,TPA1483,1,60.0
200,TPA1509,1,60.0
200,TPA1510,1,60.0
200,TPA1511,1,60.0
200,TPA1512,1,60.0
200,TPA1513,1,60.0
200,TPA1514,1,60.0
200,TPA1515,1,60.0
200,TPA1516,1,60.0
200,TPA1517,1,60.0
200,TPA1518,1,60.0
200,TPA1520,1,60.0
200,TPA1521,1,60.0
200,TPA1522,1,60.0
200,TPA1523,1,60.0
200,TPA1524,1,60.0
200,TPA1525,1,60.0
200,TPA1526,1,60.0
200,TPA1527,1,60.0
200,TPA1529,1,60.0
200,TPA1530,1,60.0
200,TPA1531,1,60.0
200,TPA1532,1,60.0
200,TPA1533,1,60.0
200,TPA1534,1,60.0
200,TPA1535,1,60.0
200,TPA1536,1,60.0
200,TPA1537,1,60.0
200,TPA1538,1,60.0
200,TPA1539,1,60.0
200,TPA1540,1,60.0
200,TPA1541,1,60.0
200,TPA1542,1,60.0
200,TPA1546,1,60.0
200,TPA1547,1,60.0
200,TPA1548,1,60.0
200,TPA1549,1,60.0
200,TPA1550,1,60.0
200,TPA1551,1,60.0
200,TPA1552,1,60.0
200,TPA1553,1,60.0
200,TPA1592,1,60.0
200,TPA1593,1,60.0
200,TPA1594,1,60.0
200,TPA1595,1,60.0
200,TPA1596,1,60.0
200,TPA1597,1,60.0
200,TPA1598,1,60.0
200,TPA1599,1,60.0
200,TPA1600,1,60.0
200,TPA1601,1,60.0
200,TPA1602,1,60.0
200,TPA1603,1,60.0
200,TPA1604,1,60.0
200,TPA1605,1,60.0
200,TPA1606,1,60.0
200,TPA1607,1,60.0
200,TPA1609,1,60.0
200,TPA1610,1,60.0
200,TPA1611,1,60.0
200,TPA1612,1,60.0
200,TPA1613,1,60.0
200,TPA1614,1,60.0
200,TPA1615,1,60.0
200,TPA1616,1,60.0
200,TPA1617,1,60.0
200,TPA1618,1,60.0
200,TPA1619,1,60.0
200,TPA1620,1,60.0
200,TPA1632,1,60.0
200,TPA1633,1,60.0
200,TPA1634,1,60.0
200,TPA1635,1,60.0
200,TPA1636,1,60.0
200,TPA1637,1,60.0
200,TPA1638,1,60.0
200,TPA1639,1,60.0
200,TPA1640,1,60.0
200,TPA1641,1,60.0
200,TPA1642,1,60.0
200,TPA1643,1,60.0
200,TPA1644,1,60.0
200,TPA1645,1,60.0
200,TPA1646,1,60.0
200,TPA1647,1,60.0
200,TPA1648,1,60.0
200,TPA1649,1,60.0
200,TPA1650,1,60.0
200,TPA1651,1,60.0
200,TPA1652,1,60.0
200,TPA1653,1,60.0
200,TPA1654,1,60.0
200,TPA1655,1,60.0
200,TPA1656,1,60.0
200,TPA1657,1,60.0
200,TPA1658,1,60.0
200,TPA1659,1,60.0
200,TPA1660,1,60.0
200,TPA1661,1,60.0
200,TPA1662,1,60.0
200,TPA1663,1,60.0
200,TPA1836,1,60.0
200,TPA1837,1,60.0
200,TPA1838,1,60.0
200,TPA1839,1,60.0
200,TPA1840,1,60.0
200,TPA1841,1,60.0
200,TPA1842,1,60.0
200,TPA1843,1,60.0
200,TPA1844,1,60.0
200,TPA1845,1,60.0
200,TPA1846,1,60.0
200,TPA1847,1,60.0
200,TPA1848,1,60.0
200,TPA1849,1,60.0
200,TPA1884,1,60.0
200,TPA1885,1,60.0
200,TPA1958,1,60.0
200,TPA1959,1,60.0
200,TPA1960,1,60.0
200,TPA1961,1,60.0
200,TPA1962,1,60.0
200,TPA1963,1,60.0
200,TPA1964,1,60.0
200,TPA1965,1,60.0
200,LPAZ286,1,58.0
200,PAZP266,1,54.0
200,PAZP267,1,54.0
200,PAZP268,1,54.0
200,PAZP269,1,54.0
200,LPAZ423,1,52.0
200,TPA1591,1,52.0
200,LPAZ471,1,50.0
200,TPA1543,1,50.0
200,TPA1565,1,50.0
200,TPA1566,1,50.0
200,TPA1567,1,50.0
200,TPA1568,1,50.0
200,TPA1570,1,50.0
200,TPA1571,1,50.0
200,TPA1572,1,50.0
200,TPA1573,1,50.0
200,TPA1574,1,50.0
200,TPA1575,1,50.0
200,TPA1576,1,50.0
200,TPA1577,1,50.0
200,TPA1578,1,50.0
200,TPA1579,1,50.0
200,TPA1580,1,50.0
200,TPA1581,1,50.0
200,TPA1582,1,50.0
200,TPA1583,1,50.0
200,TPA1584,1,50.0
200,TPA1585,1,50.0
200,TPA1586,1,50.0
200,TPA1587,1,50.0
200,TPA1588,1,50.0
200,TPA1589,1,50.0
200,TPA1590,1,50.0
200,TPA1677,1,50.0
200,TPA1684,1,50.0
200,TPA1685,1,50.0
200,TPA1686,1,50.0
200,TPA1687,1,50.0
200,TPA1688,1,50.0
200,TPA1689,1,50.0
200,TPA1690,1,50.0
200,TPA1691,1,50.0
200,TPA1692,1,50.0
200,TPA1693,1,50.0
200,LPAZ424,1,48.0
200,PAZP270,1,48.0
200,TPA1475,1,47.8
200,TPA1887,1,44.8
200,TPA1888,1,44.8
200,TPA1889,1,44.8
200,TPA1890,1,44.8
200,TPA1891,1,44.8
200,TPA1892,1,44.8
200,MHP0512,1,42.0
200,LPAZ018,1,40.0
200,LPAZ023,1,40.0
200,PAZP156,1,40.0
200,TPA1544,1,40.0
200,TPA1886,1,40.0
200,TPAZ960,1,40.0
200,TPA1608,1,39.8
200,TPA1448,1,39.7
200,TPA1519,1,39.0
200,TPA1897,1,38.4
200,TPA1898,1,38.4
200,LPAZ076,1,36.0
200,TPA1179,1,36.0
200,TPA1439,1,34.8
200,MHP0521,1,34.0
200,TPA1949,1,34.0
200,TPA1953,1,34.0
200,TPA1957,1,34.0
200,MHP0520,1,33.0
200,LPAZ007,1,32.0
200,LPAZ008,1,32.0
200,TPA1621,1,32.0
200,TPA1622,1,32.0
200,TPA1893,1,30.4
200,MHP0513,1,30.0
200,PAZ271A,1,29.0
200,PAZP670,1,28.6
200,TPA1441,1,26.3
200,MHP0516,1,26.0
200,LPAZ009,1,24.0
200,TPA1678,1,24.0
200,PAZP668,1,20.0
200,TPA1484,1,20.0
200,TPA1528,1,20.0
200,TPA1664,1,20.0
200,MHP0522,1,19.0
200,MHP0519,1,17.0
200,TPA1220,1,15.1
200,MHP0517,1,15.0
200,PAZP664,1,13.2
200,LPAZ030,1,12.0
200,LPAZ360,1,10.0
200,PAZP677,1,10.0
200,PAZP674,1,9.64
200,PAZP666,1,9.1
200,MHP0249,1,9.0
200,PAZP665,1,9.0
200,TPA1922,1,8.64
200,TPA1923,1,8.64
200,TPA1924,1,8.64
200,TPA1925,1,8.64
200,TPA1926,1,8.64
200,TPA1927,1,8.64
200,TPA1928,1,8.64
200,TPA1929,1,8.64
200,TPA1930,1,8.64
200,TPA1931,1,8.64
200,TPA1932,1,8.64
200,TPA1933,1,8.64
200,TPA1934,1,8.64
200,TPA1935,1,8.64
200,TPA1936,1,8.64
200,TPA1937,1,8.64
200,TPA1938,1,8.64
200,TPA1939,1,8.64
200,PAZP669,1,8.0
200,PAZP275,1,7.68
200,TPA1784,1,7.56
200,TPA1785,1,7.56
200,TPA1786,1,7.56
200,TPA1787,1,7.56
200,TPA1788,1,7.56
200,TPA1789,1,7.56
200,TPA1790,1,7.56
200,TPA1791,1,7.56
200,TPA1792,1,7.56
200,TPA1793,1,7.56
200,TPA1794,1,7.56
200,TPA1795,1,7.56
200,TPA1796,1,7.56
200,TPA1797,1,7.56
200,TPA1798,1,7.56
200,TPA1799,1,7.56
200,TPA1800,1,7.56
200,TPA1801,1,7.56
200,TPA1802,1,7.56
200,HPAZP99,1,6.25
200,LPAZ029,1,6.0
200,MHP0110,1,6.0
200,MHP0245,1,6.0
200,MHP0256,1,6.0
200,TPA1826,1,6.0
200,TPA1827,1,6.0
200,TPA1828,1,6.0
200,TPA1829,1,6.0
200,TPA1830,1,6.0
200,TPA1831,1,6.0
200,TPA1832,1,6.0
200,TPA1833,1,6.0
200,TPA1834,1,6.0
200,TPA1803,1,5.4
200,PAZP675,1,4.8
200,TPA1835,1,4.4
200,PAZP671,1,4.35
200,PAZP672,1,4.35
200,PAZP667,1,4.104
200,LPAZ028,1,4.0
200,LPAZ032,1,4.0
200,LPAZ244,1,4.0
200,TPA1760,1,4.0
200,TPA1761,1,4.0
200,TPA1762,1,4.0
200,TPA1763,1,4.0
200,TPA1764,1,4.0
200,TPA1765,1,4.0
200,TPA1766,1,4.0
200,TPA1767,1,4.0
200,TPA1768,1,4.0
200,TPA1769,1,4.0
200,TPA1770,1,4.0
200,TPA1771,1,4.0
200,TPA1772,1,4.0
200,TPA1773,1,4.0
200,TPA1774,1,4.0
200,TPA1775,1,4.0
200,TPA1776,1,4.0
200,TPA1777,1,4.0
200,TPA1778,1,4.0
200,TPA1779,1,4.0
200,TPA1780,1,4.0
200,TPA1781,1,4.0
200,TPA1782,1,4.0
200,TPA1783,1,4.0
200,TPA1894,1,3.04
200,TPA1895,1,3.04
200,LPAZ031,1,3.0
200,MHP0243,1,3.0
200,MHP0244,1,3.0
200,MHP0246,1,3.0
200,MHP0247,1,3.0
200,TPA1896,1,2.96
200,PAZP673,1,2.43
200,TPA1804,1,2.4
200,TPA1805,1,2.4
200,TPA1806,1,2.4
200,TPA1807,1,2.4
200,TPA1808,1,2.4
200,TPA1809,1,2.4
200,TPA1810,1,2.4
200,TPA1811,1,2.4
200,TPA1812,1,2.4
200,TPA1813,1,2.4
200,BHV407,1,2.0
200,LPAZ310,1,2.0
200,MHP0108,1,2.0
200,MHP0117,1,2.0
200,MHP0222,1,2.0
200,MHP0242,1,2.0
200,MHP0318,1,2.0
200,MHP0320,1,2.0
200,MHP0508,1,2.0
200,PAZP678,1,2.0
200,TPA1825,1,2.0
200,VIR303,1,2.0
200,PAZ372A,1,1.84
200,PAZP662,1,1.8
200,PAZP663,1,1.8
200,IPAZ16B,1,1.68
200,LPAZ222,1,1.5
200,LPAZ302,1,1.5
200,LPAZ309,1,1.5
200,TPAZ445,1,1.5
200,TPA1171,1,1.4
200,TPA1172,1,1.4
200,LPAZ515,1,1.375
200,LPAZ164,1,1.32
200,TPA1123,1,1.28
200,TPA1124,1,1.28
200,TPA1125,1,1.28
200,TPA1126,1,1.28
200,TPA1127,1,1.28
200,TPA1128,1,1.28
200,TPA1129,1,1.28
200,TPA1130,1,1.28
200,TPA1131,1,1.28
200,TPA1132,1,1.28
200,TPA1133,1,1.28
200,TPA1134,1,1.28
200,TPA1135,1,1.28
200,TPA1136,1,1.28
200,TPA1137,1,1.28
200,TPA1138,1,1.28
200,TPA1139,1,1.28
200,TPA1140,1,1.28
200,TPA1141,1,1.28
200,LPAZ129,1,1.26
200,IPAZP15,1,1.2
200,IPAZP33,1,1.2
200,LPAZ165,1,1.2
200,PAZP676,1,1.2
200,TPAZP42,1,1.2
200,TPAZP43,1,1.2
200,TPAZP44,1,1.2
200,TPAZP45,1,1.2
200,TPAZP46,1,1.2
200,TPAZP47,1,1.2
200,TPAZP48,1,1.2
200,TPAZP49,1,1.2
200,TPAZP50,1,1.2
200,TPAZP51,1,1.2
200,TPAZP52,1,1.2
200,TPAZP53,1,1.2
200,TPAZP54,1,1.2
200,TPAZP55,1,1.2
200,TPAZP56,1,1.2
200,TPAZP57,1,1.2
200,TPAZP58,1,1.2
200,TPAZP59,1,1.2
200,TPAZP60,1,1.2
200,TPAZP61,1,1.2
200,TPAZP62,1,1.2
200,TPAZP63,1,1.2
200,TPAZP64,1,1.2
200,TPAZP65,1,1.2
200,TPAZP66,1,1.2
200,TPAZP67,1,1.2
200,TPAZP68,1,1.2
200,TPAZP69,1,1.2
200,TPAZP70,1,1.2
200,TPAZP72,1,1.2
200,TPAZP73,1,1.2
200,TPAZP74,1,1.2
200,TPAZP75,1,1.2
200,TPAZP76,1,1.2
200,TPAZP77,1,1.2
200,TPAZP78,1,1.2
200,TPAZP79,1,1.2
200,TPAZP80,1,1.2
200,TPAZP81,1,1.2
200,TPAZP82,1,1.2
200,TPAZP83,1,1.2
200,LPAZ365,1,1.1
200,IPAZP30,1,1.05
200,TPA1161,1,1.05
200,TPA1162,1,1.05
200,TPA1163,1,1.05
200,TPA1164,1,1.05
200,TPA1165,1,1.05
200,TPA1166,1,1.05
200,TPA1167,1,1.05
200,TPA1168,1,1.05
200,IPAZP31,1,1.02
200,LPAZ134,1,1.02
200,TPAZ160,1,1.02
200,TPAZ467,1,1.02
200,2134406,1,1.0
200,BO41932,1,1.0
200,IC6,1,1.0
200,ICP101,1,1.0
200,ICP102,1,1.0
200,ICP107,1,1.0
200,ICP115,1,1.0
200,ICP187,1,1.0
200,ICP188,1,1.0
200,ICP189,1,1.0
200,ICP190,1,1.0
200,ICP196,1,1.0
200,ICP198,1,1.0
200,ICP199,1,1.0
200,ICP201,1,1.0
200,ICP202,1,1.0
200,ICP208,1,1.0
200,ICP209,1,1.0
200,ICP210,1,1.0
200,ICP211,1,1.0
200,ICP212,1,1.0
200,ICP213,1,1.0
200,ICP214,1,1.0
200,ICP216,1,1.0
200,ICP219,1,1.0
200,ICP220,1,1.0
200,ICP224,1,1.0
200,JP04,1,1.0
200,LPAZ171,1,1.0
200,LPAZ305,1,1.0
200,LPAZ348,1,1.0
200,LPAZ349,1,1.0
200,MHP0105,1,1.0
200,MHP0111,1,1.0
200,MHP0113,1,1.0
200,MHP0116,1,1.0
200,MHP0119,1,1.0
200,MHP0120,1,1.0
200,MHP0121,1,1.0
200,MHP0127,1,1.0
200,MHP0128,1,1.0
200,MHP0129,1,1.0
200,MHP0130,1,1.0
200,MHP0131,1,1.0
200,MHP0133,1,1.0
200,MHP0141,1,1.0
200,MHP0205,1,1.0
200,MHP0208,1,1.0
200,MHP0214,1,1.0
200,MHP0216,1,1.0
200,MHP0224,1,1.0
200,MHP0225,1,1.0
200,MHP0226,1,1.0
200,MHP0227,1,1.0
200,MHP0230,1,1.0
200,MHP0231,1,1.0
200,MHP0232,1,1.0
200,MHP0233,1,1.0
200,MHP0234,1,1.0
200,MHP0235,1,1.0
200,MHP0317,1,1.0
200,MHP0505,1,1.0
200,MHP0509,1,1.0
200,MHP0511,1,1.0
200,MHP9001,1,1.0
200,MHP9002,1,1.0
200,MHP9003,1,1.0
200,MHP9004,1,1.0
200,MHP9005,1,1.0
200,PAZ271B,1,1.0
200,TPA1721,1,1.0
200,TPA1722,1,1.0
200,TPA1723,1,1.0
200,TPA1745,1,1.0
200,TPA1746,1,1.0
200,TPA1747,1,1.0
200,TPA1748,1,1.0
200,TPA1749,1,1.0
200,TPA1750,1,1.0
200,TPA1751,1,1.0
200,TPA1752,1,1.0
200,TPA1753,1,1.0
200,TPA1754,1,1.0
21,015002,9,362.01599999999996
22,031111,1,14.0
22,031000,1,8.0
22,032069,1,6.0
22,022110,1,3.0
22,022112,1,3.0
23,011014,1195,98467.724
23,014012,296,20178.0
23,167004,272,662.0
23,011026,171,6156.0
23,124255,159,159.0
23,018000,145,33670.884
23,124261,121,196.0
23,124232,117,125.0
23,014014,113,7968.0
23,142003,104,916.0
23,061016,90,18810.034
23,091013,88,142.0
23,174006,87,256.0
23,011110,85,18257.264
23,204000,80,1100.0
23,087004,76,152.0
23,203025,68,642.0
23,031006,67,9976.0
23,011030,67,2952.0
23,016010,64,309.0
23,087002,64,120.0
23,142008,63,591.0
23,011115,61,16560.144
23,169003,61,213.0
23,142004,60,556.0
23,069002,56,326.0
23,091234,54,78.0
23,022009,53,1385.0
23,023080,51,1918.0
23,124252,50,59.0
23,031124,49,7568.0
23,192032,47,105.0
23,051204,47,59.0
23,011105,46,5108.0
23,202044,44,371.0
23,051109,42,53.0
23,142002,40,228.0
23,051085,40,48.0
23,011013,39,1020.0
23,093005,39,63.0
23,091016,36,89.0
23,124264,36,36.0
23,161033,35,44.0
23,022021,34,371.0
23,142017,34,135.0
23,167001,34,64.0
23,143055,31,230.0
23,011104,30,4468.0
23,206000,30,144.0
23,142006,30,133.0
23,162036,30,30.0
23,015018,29,4929.2
23,031026,28,1319.0
23,032004,28,1061.0
23,092130,27,44.0
23,092150,26,36.0
23,061007,25,6795.034
23,092001,25,29.0
23,061012,23,1818.0
23,031007,23,886.0
23,022159,23,330.0
23,142019,23,101.0
23,041087,23,40.0
23,051091,23,23.0
23,061004,22,942.0
23,143048,22,109.0
23,176000,22,75.0
23,011009,21,828.0
23,204025,21,214.0
23,142009,21,134.0
23,161035,21,29.0
23,091000,21,24.0
23,012012,20,8256.0
23,209012,20,245.0
23,142007,20,179.0
23,084027,20,127.0
23,092131,20,25.0
23,129110,20,20.0
23,033051,19,198.0
23,052000,19,73.0
23,091197,19,29.0
23,092027,18,65.0
23,011024,17,936.0
23,032019,17,190.0
23,033050,17,173.0
23,094000,17,29.0
23,018105,16,4465.728
23,142011,16,82.0
23,142001,16,37.0
23,143019,16,37.0
23,041015,16,21.0
23,051314,16,16.0
23,072088,15,5370.9
23,018076,15,5093.08
23,015171,15,1539.328
23,071039,15,879.0
23,022018,15,124.0
23,022148,15,60.0
23,092068,15,15.0
23,205123,15,15.0
23,061009,14,1015.0
23,206032,14,55.0
23,019015,14,18.0
23,018071,13,1143.888
23,129109,13,417.0
23,143049,13,216.0
23,042010,13,81.0
23,203026,13,59.0
23,204001,13,58.0
23,041064,13,22.0
23,051188,13,13.0
23,061031,12,2172.0
23,093034,12,79.0
23,142010,12,73.0
23,032009,12,68.0
23,144024,12,46.0
23,043006,12,23.0
23,051100,12,16.0
23,051029,12,13.0
23,046001,12,12.0
23,051153,12,12.0
23,051225,12,12.0
23,094001,12,12.0
23,022008,11,131.0
23,095006,11,35.0
23,043003,11,23.0
23,051241,11,11.0
23,092110,11,11.0
23,122153,10,1000.0
23,152002,10,480.0
23,202075,10,174.0
23,022010,10,46.0
23,209021,10,35.0
23,016008,10,32.0
23,161183,10,17.0
23,091097,10,16.0
23,091015,10,15.0
23,176023,10,10.0
23,061002,9,1600.0
23,107077,9,316.0
23,207015,9,84.0
23,042014,9,54.0
23,202000,9,20.0
23,209001,9,19.0
23,169017,9,18.0
23,022030,9,9.0
23,051193,9,9.0
23,092132,9,9.0
23,123014,8,1936.0
23,129120,8,216.0
23,155005,8,96.0
23,021002,8,61.0
23,207014,8,45.0
23,016017,8,29.0
23,036004,8,28.0
23,032012,8,16.0
23,146100,8,16.0
23,051189,8,10.0
23,051058,8,9.0
23,051086,8,9.0
23,087019,8,8.0
23,991136,8,8.0
23,018073,7,1518.024
23,018072,7,1152.0
23,071114,7,588.0
23,011000,7,504.0
23,061011,7,467.0
23,014042,7,384.0
23,107078,7,335.0
23,103146,7,150.176
23,042003,7,139.0
23,042035,7,118.0
23,016039,7,105.0
23,016040,7,105.0
23,022031,7,61.0
23,033016,7,52.0
23,032023,7,48.0
23,204050,7,40.0
23,142039,7,36.0
23,019054,7,35.0
23,102567,7,34.0
23,145010,7,31.0
23,991106,7,21.0
23,052001,7,19.0
23,023001,7,14.0
23,096006,7,13.0
23,087041,7,12.0
23,051359,7,9.0
23,051107,7,7.0
23,051108,7,7.0
23,091160,7,7.0
23,133096,7,7.0
23,174103,7,7.0
23,018423,6,3613.152
23,124124,6,3370.121
23,072008,6,1902.15
23,011127,6,1320.0
23,103989,6,330.0
23,031134,6,171.0
23,103213,6,155.0
23,202023,6,55.0
23,089001,6,30.0
23,086004,6,25.0
23,102525,6,20.0
23,042049,6,17.0
23,202022,6,17.0
23,102526,6,15.0
23,142005,6,12.0
23,092004,6,11.0
23,096024,6,11.0
23,152028,6,10.0
23,051087,6,6.0
23,051110,6,6.0
23,133095,5,3550.0
23,072085,5,2985.0
23,139005,5,2001.381
23,125100,5,2000.0
23,133008,5,780.0
23,11110,5,672.0
23,103147,5,397.0
23,107079,5,351.0
23,102000,5,336.0
23,103990,5,308.0
23,072106,5,175.5
23,129118,5,151.0
23,052006,5,62.0
23,121502,5,34.0
23,121503,5,34.0
23,093016,5,20.0
23,096004,5,18.0
23,169011,5,15.0
23,034013,5,7.0
23,089070,5,7.0
23,092165,5,7.0
23,035013,5,5.0
23,044083,5,5.0
23,051136,5,5.0
23,051317,5,5.0
23,107090,5,5.0
23,107091,5,5.0
23,154003,5,5.0
23,161180,5,5.0
23,133101,4,1000.0
23,125109,4,900.0
23,072095,4,519.4
